Year,UNIT_MEASURE,type_of_education,SEX,Value
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,325.0
2020,NUMBER,health_and_social_protection,M,244.0
2020,NUMBER,services,M,372.0
2020,NUMBER,unknown,M,22.0
2020,NUMBER,total,F,8247.0
2020,NUMBER,education,F,945.0
2020,NUMBER,arts_and_humanities,F,871.0
2020,NUMBER,social_sciences_journalism_and_information,F,1242.0
2020,NUMBER,business_administration_and_the_law_of_everything,F,1677.0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,492.0
2020,NUMBER,information_and_communication_technologies,F,218.0
2020,NUMBER,engineering_manufacturing_and_construction,F,855.0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,426.0
2020,NUMBER,health_and_social_protection,F,1101.0
2020,NUMBER,services,F,377.0
2020,NUMBER,unknown,F,43.0
2021,NUMBER,total,_T,12290.0
2021,NUMBER,education,_T,1238.0
2021,NUMBER,arts_and_humanities,_T,1214.0
2021,NUMBER,social_sciences_journalism_and_information,_T,1831.0
2021,NUMBER,business_administration_and_the_law_of_everything,_T,2141.0
2021,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,644.0
2021,NUMBER,information_and_communication_technologies,_T,552.0
2021,NUMBER,engineering_manufacturing_and_construction,_T,1989.0
2021,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,619.0
2021,NUMBER,health_and_social_protection,_T,1286.0
2021,NUMBER,services,_T,776.0
2021,NUMBER,unknown,_T,0.0
2021,NUMBER,total,M,4480.0
2021,NUMBER,education,M,286.0
2021,NUMBER,arts_and_humanities,M,422.0
2021,NUMBER,social_sciences_journalism_and_information,M,676.0
2021,NUMBER,business_administration_and_the_law_of_everything,M,698.0
2021,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,176.0
2021,NUMBER,information_and_communication_technologies,M,327.0
2021,NUMBER,engineering_manufacturing_and_construction,M,1072.0
2021,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,249.0
2021,NUMBER,health_and_social_protection,M,227.0
2021,NUMBER,services,M,347.0
2021,NUMBER,unknown,M,0.0
2021,NUMBER,total,F,7810.0
2021,NUMBER,education,F,952.0
2021,NUMBER,arts_and_humanities,F,792.0
2021,NUMBER,social_sciences_journalism_and_information,F,1155.0
2021,NUMBER,business_administration_and_the_law_of_everything,F,1443.0
2021,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,468.0
2021,NUMBER,information_and_communication_technologies,F,225.0
2021,NUMBER,engineering_manufacturing_and_construction,F,917.0
2021,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,370.0
2021,NUMBER,health_and_social_protection,F,1059.0
2021,NUMBER,services,F,429.0
2021,NUMBER,unknown,F,0.0
2022,NUMBER,total,_T,11635.0
2022,NUMBER,education,_T,1135.0
2022,NUMBER,arts_and_humanities,_T,1189.0
2022,NUMBER,social_sciences_journalism_and_information,_T,1464.0
2022,NUMBER,business_administration_and_the_law_of_everything,_T,2356.0
2022,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,606.0
2022,NUMBER,information_and_communication_technologies,_T,545.0
2022,NUMBER,engineering_manufacturing_and_construction,_T,1946.0
2022,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,496.0
2022,NUMBER,health_and_social_protection,_T,1251.0
2022,NUMBER,services,_T,596.0
2022,NUMBER,unknown,_T,51.0
2022,NUMBER,total,M,4186.0
2022,NUMBER,education,M,274.0
2022,NUMBER,arts_and_humanities,M,369.0
2022,NUMBER,social_sciences_journalism_and_information,M,535.0
2022,NUMBER,business_administration_and_the_law_of_everything,M,729.0
2022,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,179.0
2022,NUMBER,information_and_communication_technologies,M,344.0
2022,NUMBER,engineering_manufacturing_and_construction,M,1054.0
2022,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,205.0
2022,NUMBER,health_and_social_protection,M,223.0
2022,NUMBER,services,M,263.0
2022,NUMBER,unknown,M,11.0
2022,NUMBER,total,F,7449.0
2022,NUMBER,education,F,861.0
2022,NUMBER,arts_and_humanities,F,820.0
2022,NUMBER,social_sciences_journalism_and_information,F,929.0
2022,NUMBER,business_administration_and_the_law_of_everything,F,1627.0
2022,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,427.0
2022,NUMBER,information_and_communication_technologies,F,201.0
2022,NUMBER,engineering_manufacturing_and_construction,F,892.0
2022,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,291.0
2022,NUMBER,health_and_social_protection,F,1028.0
2022,NUMBER,services,F,333.0
2022,NUMBER,unknown,F,40.0
2023,NUMBER,total,_T,11553.0
2023,NUMBER,education,_T,1085.0
20223NUMBER,arts_and_humanities,_T,1064,
2023,NUMBER,social_sciences_journalism_and_information,_T,1665.0
2023,NUMBER,business_administration_and_the_law_of_everything,_T,2698.0
2023,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,430.0
2023,NUMBER,information_and_communication_technologies,_T,561.0
2023,NUMBER,engineering_manufacturing_and_construction,_T,1958.0
2023,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,358.0
2023,NUMBER,health_and_social_protection,_T,1396.0
2023,NUMBER,services,_T,339.0
2023,NUMBER,unknown,_T,0.0
2023,NUMBER,total,M,4174.0
2023,NUMBER,education,M,319.0
2023,NUMBER,arts_and_humanities,M,338.0
2023,NUMBER,social_sciences_journalism_and_information,M,591.0
2023,NUMBER,business_administration_and_the_law_of_everything,M,911.0
2023,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,158.0
2023,NUMBER,information_and_communication_technologies,M,319.0
2023,NUMBER,engineering_manufacturing_and_construction,M,995.0
2023,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,175.0
2023,NUMBER,health_and_social_protection,M,262.0
2023,NUMBER,services,M,192.0
2023,NUMBER,unknown,M,0.0
2023,NUMBER,total,F,7379.0
2023,NUMBER,education,F,879.0
2023,NUMBER,arts_and_humanities,F,726.0
2023,NUMBER,social_sciences_journalism_and_information,F,1074.0
2023,NUMBER,business_administration_and_the_law_of_everything,F,1787.0
2023,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,272.0
2023,NUMBER,information_and_communication_technologies,F,242.0
2023,NUMBER,engineering_manufacturing_and_construction,F,963.0
2023,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,182.0
2023,NUMBER,health_and_social_protection,F,1134.0
2023,NUMBER,services,F,147.0
2022,NUMBER,unknown,F,0.0
