Year,UNIT_MEASURE,Vrsta obrazovanja,Spol,Value
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,326.0
2017,Broj,Zdravstvo i socijalna skrb,Ž,612.0
2017,Broj,Usluge,Ž,237.0
2017,Broj,Nepoznato,Ž,112.0
2018,Broj,Ukupno,Oba spola,12083.0
2018,Broj,Obrazovanje,Oba spola,1188.0
2018,Broj,Umjetnost i humanističke znanosti,Oba spola,1348.0
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1800.0
2018,Broj,"Poslovanje, administracija i pravo",Oba spola,2411.0
2018,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,673.0
2018,Broj,Informacijske i komunikacijske tehnologije,Oba spola,578.0
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1879.0
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,694.0
2018,Broj,Zdravstvo i socijalna skrb,Oba spola,1050.0
2018,Broj,Usluge,Oba spola,390.0
2018,Broj,Nepoznato,Oba spola,72.0
2018,Broj,Ukupno,M,4563.0
2018,Broj,Obrazovanje,M,286.0
2018,Broj,Umjetnost i humanističke znanosti,M,393.0
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",M,627.0
2018,Broj,"Poslovanje, administracija i pravo",M,864.0
2018,Broj,"Prirodne znanosti, matematika i statistika",M,176.0
2018,Broj,Informacijske i komunikacijske tehnologije,M,350.0
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1100.0
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,303.0
2018,Broj,Zdravstvo i socijalna skrb,M,231.0
2018,Broj,Usluge,M,209.0
2018,Broj,Nepoznato,M,24.0
2018,Broj,Ukupno,Ž,7520.0
2018,Broj,Obrazovanje,Ž,902.0
2018,Broj,Umjetnost i humanističke znanosti,Ž,955.0
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1173.0
2018,Broj,"Poslovanje, administracija i pravo",Ž,1547.0
2018,Broj,"Prirodne znanosti, matematika i statistika",Ž,497.0
2018,Broj,Informacijske i komunikacijske tehnologije,Ž,228.0
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,779.0
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,391.0
2018,Broj,Zdravstvo i socijalna skrb,Ž,819.0
2018,Broj,Usluge,Ž,181.0
2018,Broj,Nepoznato,Ž,48.0
2019,Broj,Ukupno,Oba spola,12449.0
2019,Broj,Obrazovanje,Oba spola,1129.0
2019,Broj,Umjetnost i humanističke znanosti,Oba spola,1387.0
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1737.0
2019,Broj,"Poslovanje, administracija i pravo",Oba spola,2522.0
2019,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,659.0
2019,Broj,Informacijske i komunikacijske tehnologije,Oba spola,505.0
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1927.0
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,737.0
2019,Broj,Zdravstvo i socijalna skrb,Oba spola,1158.0
2019,Broj,Usluge,Oba spola,603.0
2019,Broj,Nepoznato,Oba spola,85.0
2019,Broj,Ukupno,M,4808.0
2019,Broj,Obrazovanje,M,324.0
2019,Broj,Umjetnost i humanističke znanosti,M,448.0
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",M,629.0
2019,Broj,"Poslovanje, administracija i pravo",M,877.0
2019,Broj,"Prirodne znanosti, matematika i statistika",M,171.0
2019,Broj,Informacijske i komunikacijske tehnologije,M,314.0
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1103.0
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,316.0
2019,Broj,Zdravstvo i socijalna skrb,M,271.0
2019,Broj,Usluge,M,328.0
2019,Broj,Nepoznato,M,27.0
2019,Broj,Ukupno,Ž,7641.0
2019,Broj,Obrazovanje,Ž,805.0
2019,Broj,Umjetnost i humanističke znanosti,Ž,939.0
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1108.0
2019,Broj,"Poslovanje, administracija i pravo",Ž,1645.0
2019,Broj,"Prirodne znanosti, matematika i statistika",Ž,488.0
2019,Broj,Informacijske i komunikacijske tehnologije,Ž,191.0
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,824.0
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,421.0
2019,Broj,Zdravstvo i socijalna skrb,Ž,887.0
2019,Broj,Usluge,Ž,275.0
2019,Broj,Nepoznato,Ž,58.0
2020,Broj,Ukupno,Oba spola,13192.0
2020,Broj,Obrazovanje,Oba spola,1268.0
2020,Broj,Umjetnost i humanističke znanosti,Oba spola,1329.0
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1932.0
2020,Broj,"Poslovanje, administracija i pravo",Oba spola,2514.0
2020,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,686.0
2020,Broj,Informacijske i komunikacijske tehnologije,Oba spola,582.0
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1971.0
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,751.0
2020,Broj,Zdravstvo i socijalna skrb,Oba spola,1345.0
2020,Broj,Usluge,Oba spola,749.0
2020,Broj,Nepoznato,Oba spola,65.0
2020,Broj,Ukupno,M,4945.0
2020,Broj,Obrazovanje,M,323.0
2020,Broj,Umjetnost i humanističke znanosti,M,458.0
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",M,690.0
2020,Broj,"Poslovanje, administracija i pravo",M,837.0
2020,Broj,"Prirodne znanosti, matematika i statistika",M,194.0
2020,Broj,Informacijske i komunikacijske tehnologije,M,364.0
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1116.0
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,325.0
2020,Broj,Zdravstvo i socijalna skrb,M,244.0
2020,Broj,Usluge,M,372.0
2020,Broj,Nepoznato,M,22.0
2020,Broj,Ukupno,Ž,8247.0
2020,Broj,Obrazovanje,Ž,945.0
2020,Broj,Umjetnost i humanističke znanosti,Ž,871.0
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1242.0
2020,Broj,"Poslovanje, administracija i pravo",Ž,1677.0
2020,Broj,"Prirodne znanosti, matematika i statistika",Ž,492.0
2020,Broj,Informacijske i komunikacijske tehnologije,Ž,218.0
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,855.0
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,426.0
2020,Broj,Zdravstvo i socijalna skrb,Ž,1101.0
2020,Broj,Usluge,Ž,377.0
2020,Broj,Nepoznato,Ž,43.0
2021,Broj,Ukupno,Oba spola,12290.0
2021,Broj,Obrazovanje,Oba spola,1238.0
2021,Broj,Umjetnost i humanističke znanosti,Oba spola,1214.0
2021,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1831.0
2021,Broj,"Poslovanje, administracija i pravo",Oba spola,2141.0
2021,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,644.0
2021,Broj,Informacijske i komunikacijske tehnologije,Oba spola,552.0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1989.0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,619.0
2021,Broj,Zdravstvo i socijalna skrb,Oba spola,1286.0
2021,Broj,Usluge,Oba spola,776.0
2021,Broj,Nepoznato,Oba spola,0.0
2021,Broj,Ukupno,M,4480.0
2021,Broj,Obrazovanje,M,286.0
2021,Broj,Umjetnost i humanističke znanosti,M,422.0
2021,Broj,"Društvene znanosti, novinarstvo i informiranje",M,676.0
2021,Broj,"Poslovanje, administracija i pravo",M,698.0
2021,Broj,"Prirodne znanosti, matematika i statistika",M,176.0
2021,Broj,Informacijske i komunikacijske tehnologije,M,327.0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1072.0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,249.0
2021,Broj,Zdravstvo i socijalna skrb,M,227.0
2021,Broj,Usluge,M,347.0
2021,Broj,Nepoznato,M,0.0
2021,Broj,Ukupno,Ž,7810.0
2021,Broj,Obrazovanje,Ž,952.0
2021,Broj,Umjetnost i humanističke znanosti,Ž,792.0
2021,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1155.0
2021,Broj,"Poslovanje, administracija i pravo",Ž,1443.0
2021,Broj,"Prirodne znanosti, matematika i statistika",Ž,468.0
2021,Broj,Informacijske i komunikacijske tehnologije,Ž,225.0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,917.0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,370.0
2021,Broj,Zdravstvo i socijalna skrb,Ž,1059.0
2021,Broj,Usluge,Ž,429.0
2021,Broj,Nepoznato,Ž,0.0
2022,Broj,Ukupno,Oba spola,11635.0
2022,Broj,Obrazovanje,Oba spola,1135.0
2022,Broj,Umjetnost i humanističke znanosti,Oba spola,1189.0
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1464.0
2022,Broj,"Poslovanje, administracija i pravo",Oba spola,2356.0
2022,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,606.0
2022,Broj,Informacijske i komunikacijske tehnologije,Oba spola,545.0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1946.0
2022,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,496.0
2022,Broj,Zdravstvo i socijalna skrb,Oba spola,1251.0
2022,Broj,Usluge,Oba spola,596.0
2022,Broj,Nepoznato,Oba spola,51.0
2022,Broj,Ukupno,M,4186.0
2022,Broj,Obrazovanje,M,274.0
2022,Broj,Umjetnost i humanističke znanosti,M,369.0
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",M,535.0
2022,Broj,"Poslovanje, administracija i pravo",M,729.0
2022,Broj,"Prirodne znanosti, matematika i statistika",M,179.0
2022,Broj,Informacijske i komunikacijske tehnologije,M,344.0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1054.0
2022,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,205.0
2022,Broj,Zdravstvo i socijalna skrb,M,223.0
2022,Broj,Usluge,M,263.0
2022,Broj,Nepoznato,M,11.0
2022,Broj,Ukupno,Ž,7449.0
2022,Broj,Obrazovanje,Ž,861.0
2022,Broj,Umjetnost i humanističke znanosti,Ž,820.0
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,929.0
2022,Broj,"Poslovanje, administracija i pravo",Ž,1627.0
2022,Broj,"Prirodne znanosti, matematika i statistika",Ž,427.0
2022,Broj,Informacijske i komunikacijske tehnologije,Ž,201.0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,892.0
2022,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,291.0
2022,Broj,Zdravstvo i socijalna skrb,Ž,1028.0
2022,Broj,Usluge,Ž,333.0
2022,Broj,Nepoznato,Ž,40.0
2023,Broj,Ukupno,Oba spola,11553.0
2023,Broj,Obrazovanje,Oba spola,1085.0
20223NUMBER,Umjetnost i humanističke znanosti,Oba spola,1064,
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1665.0
2023,Broj,"Poslovanje, administracija i pravo",Oba spola,2698.0
2023,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,430.0
2023,Broj,Informacijske i komunikacijske tehnologije,Oba spola,561.0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1958.0
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,358.0
2023,Broj,Zdravstvo i socijalna skrb,Oba spola,1396.0
2023,Broj,Usluge,Oba spola,339.0
2023,Broj,Nepoznato,Oba spola,0.0
2023,Broj,Ukupno,M,4174.0
2023,Broj,Obrazovanje,M,319.0
2023,Broj,Umjetnost i humanističke znanosti,M,338.0
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",M,591.0
2023,Broj,"Poslovanje, administracija i pravo",M,911.0
2023,Broj,"Prirodne znanosti, matematika i statistika",M,158.0
2023,Broj,Informacijske i komunikacijske tehnologije,M,319.0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,995.0
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,175.0
2023,Broj,Zdravstvo i socijalna skrb,M,262.0
2023,Broj,Usluge,M,192.0
2023,Broj,Nepoznato,M,0.0
2023,Broj,Ukupno,Ž,7379.0
2023,Broj,Obrazovanje,Ž,879.0
2023,Broj,Umjetnost i humanističke znanosti,Ž,726.0
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1074.0
2023,Broj,"Poslovanje, administracija i pravo",Ž,1787.0
2023,Broj,"Prirodne znanosti, matematika i statistika",Ž,272.0
2023,Broj,Informacijske i komunikacijske tehnologije,Ž,242.0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,963.0
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,182.0
2023,Broj,Zdravstvo i socijalna skrb,Ž,1134.0
2023,Broj,Usluge,Ž,147.0
2022,Broj,Nepoznato,Ž,0.0
