Year,Kvartal,UNIT_MEASURE,Spol,Starosna dob,Value
2022,I kvartal,%,M,50 - 64,11
2022,I kvartal,%,M,15 - 64,14
2022,I kvartal,%,M,20 - 64,14
2022,I kvartal,%,M,25 - 34,16
2022,I kvartal,%,M,15 - 74,14
2022,I kvartal,%,Ž,15 - 74,21
2022,I kvartal,%,Ž,15 - 24,42
2022,I kvartal,%,Ž,25 - 49,21
2022,I kvartal,%,Ž,50 - 64,16
2022,I kvartal,%,Ž,15 - 64,21
2022,I kvartal,%,Ž,20 - 64,21
2022,I kvartal,%,Ž,25 - 34,27
2022,I kvartal,%,Ž,15 - 74,21
2022,II kvartal,%,Oba spola,15 - 74,16
2022,II kvartal,%,Oba spola,15 - 24,36
2022,II kvartal,%,Oba spola,25 - 49,15
2022,II kvartal,%,Oba spola,50 - 64,12
2022,II kvartal,%,Oba spola,15 - 64,16
2022,II kvartal,%,Oba spola,20 - 64,16
2022,II kvartal,%,Oba spola,25 - 34,18
2022,II kvartal,%,Oba spola,15 - 74,16
2022,II kvartal,%,M,15 - 74,13
2022,II kvartal,%,M,15 - 24,33
2022,II kvartal,%,M,25 - 49,11
2022,II kvartal,%,M,50 - 64,11
2022,II kvartal,%,M,15 - 64,13
2022,II kvartal,%,M,20 - 64,13
2022,II kvartal,%,M,25 - 34,12
2022,II kvartal,%,M,15 - 74,13
2022,II kvartal,%,Ž,15 - 74,20
2022,II kvartal,%,Ž,15 - 24,41
2022,II kvartal,%,Ž,25 - 49,20
2022,II kvartal,%,Ž,50 - 64,13
2022,II kvartal,%,Ž,15 - 64,20
2022,II kvartal,%,Ž,20 - 64,20
2022,II kvartal,%,Ž,25 - 34,27
2022,II kvartal,%,Ž,15 - 74,20
2022,III kvartal,%,Oba spola,15 - 74,15
2022,III kvartal,%,Oba spola,15 - 24,36
2022,III kvartal,%,Oba spola,25 - 49,14
2022,III kvartal,%,Oba spola,50 - 64,11
2022,III kvartal,%,Oba spola,15 - 64,15
2022,III kvartal,%,Oba spola,20 - 64,15
2022,III kvartal,%,Oba spola,25 - 34,17
2022,III kvartal,%,Oba spola,15 - 74,15
2022,III kvartal,%,M,15 - 74,12
2022,III kvartal,%,M,15 - 24,32
2022,III kvartal,%,M,25 - 49,11
2022,III kvartal,%,M,50 - 64,9
2022,III kvartal,%,M,15 - 64,12
2022,III kvartal,%,M,20 - 64,12
2022,III kvartal,%,M,25 - 34,13
2022,III kvartal,%,M,15 - 74,12
2022,III kvartal,%,Ž,15 - 74,19
2022,III kvartal,%,Ž,15 - 24,44
2022,III kvartal,%,Ž,25 - 49,18
2022,III kvartal,%,Ž,50 - 64,14
2022,III kvartal,%,Ž,15 - 64,19
2022,III kvartal,%,Ž,20 - 64,19
2022,III kvartal,%,Ž,25 - 34,23
2022,III kvartal,%,Ž,15 - 74,19
2022,IV kvartal,%,Oba spola,15 - 74,14
2022,IV kvartal,%,Oba spola,15 - 24,18
2022,IV kvartal,%,Oba spola,25 - 49,66
2022,IV kvartal,%,Oba spola,50 - 64,43
2022,IV kvartal,%,Oba spola,15 - 64,14
2022,IV kvartal,%,Oba spola,20 - 64,14
2022,IV kvartal,%,Oba spola,25 - 34,19
2022,IV kvartal,%,Oba spola,15 - 74,14
2022,IV kvartal,%,M,15 - 74,12
2022,IV kvartal,%,M,15 - 24,28
2022,IV kvartal,%,M,25 - 49,11
2022,IV kvartal,%,M,50 - 64,9
2022,IV kvartal,%,M,15 - 64,12
2022,IV kvartal,%,M,20 - 64,11
2022,IV kvartal,%,M,25 - 34,16
2022,IV kvartal,%,M,15 - 74,12
2022,IV kvartal,%,Ž,15 - 74,18
2022,IV kvartal,%,Ž,15 - 24,41
2022,IV kvartal,%,Ž,25 - 49,18
2022,IV kvartal,%,Ž,50 - 64,14
2022,IV kvartal,%,Ž,15 - 64,19
2022,IV kvartal,%,Ž,20 - 64,19
2022,IV kvartal,%,Ž,25 - 34,22
2022,IV kvartal,%,Ž,15 - 74,18
2023,I kvartal,%,Oba spola,15 - 74,13
2023,I kvartal,%,Oba spola,15 - 24,30
2023,I kvartal,%,Oba spola,25 - 49,13
2023,I kvartal,%,Oba spola,50 - 64,11
2023,I kvartal,%,Oba spola,15 - 64,13
2023,I kvartal,%,Oba spola,20 - 64,13
2023,I kvartal,%,Oba spola,25 - 34,16
2023,I kvartal,%,Oba spola,15 - 74,13
2023,I kvartal,%,M,15 - 74,11
2023,I kvartal,%,M,15 - 24,26
2023,I kvartal,%,M,25 - 49,10
2023,I kvartal,%,M,50 - 64,9
2023,I kvartal,%,M,15 - 64,11
2023,I kvartal,%,M,20 - 64,11
2023,I kvartal,%,M,25 - 34,14
2023,I kvartal,%,M,15 - 74,11
2023,I kvartal,%,Ž,15 - 74,17
2023,I kvartal,%,Ž,15 - 24,37
2023,I kvartal,%,Ž,25 - 49,17
2023,I kvartal,%,Ž,50 - 64,14
2023,I kvartal,%,Ž,15 - 64,17
2023,I kvartal,%,Ž,20 - 64,17
2023,I kvartal,%,Ž,25 - 34,20
2023,I kvartal,%,Ž,15 - 74,17
