Year,UNIT_MEASURE,Vrsta obrazovanja,Spol,Value
2021,Broj,"Poslovanje, administracija i pravo",Oba spola,15
2021,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,1
2021,Broj,Informacijske i komunikacijske tehnologije,Oba spola,0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,36
2021,Broj,Zdravstvo i socijalna skrb,Oba spola,900
2021,Broj,Usluge,Oba spola,0
2021,Broj,Nepoznato,Oba spola,0
2022,Broj,Ukupno,Oba spola,1089
2022,Broj,Obrazovanje,Oba spola,0
2022,Broj,Umjetnost i humanističke znanosti,Oba spola,22
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,0
2022,Broj,"Poslovanje, administracija i pravo",Oba spola,0
2022,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,1
2022,Broj,Informacijske i komunikacijske tehnologije,Oba spola,0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,0
2022,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,51
2022,Broj,Zdravstvo i socijalna skrb,Oba spola,1015
2022,Broj,Usluge,Oba spola,0
2022,Broj,Nepoznato,Oba spola,0
2023,Broj,Ukupno,Oba spola,2030
2023,Broj,Obrazovanje,Oba spola,0
2023,Broj,Umjetnost i humanističke znanosti,Oba spola,11
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,0
2023,Broj,"Poslovanje, administracija i pravo",Oba spola,0
2023,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,0
2023,Broj,Informacijske i komunikacijske tehnologije,Oba spola,0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,39
2023,Broj,Zdravstvo i socijalna skrb,Oba spola,962
2023,Broj,Usluge,Oba spola,0
2023,Broj,Nepoznato,Oba spola,0
2024,Broj,Ukupno,Oba spola,1026
2024,Broj,Obrazovanje,Oba spola,0
2024,Broj,Umjetnost i humanističke znanosti,Oba spola,0
2024,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,0
2024,Broj,"Poslovanje, administracija i pravo",Oba spola,1
2024,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,0
2024,Broj,Informacijske i komunikacijske tehnologije,Oba spola,0
2024,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,0
2024,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,26
2024,Broj,Zdravstvo i socijalna skrb,Oba spola,982
2024,Broj,Usluge,Oba spola,17
2024,Broj,Nepoznato,Oba spola,0
2014,Broj,Ukupno,M,247
2014,Broj,Obrazovanje,M,0
2014,Broj,Umjetnost i humanističke znanosti,M,11
2014,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2014,Broj,"Poslovanje, administracija i pravo",M,39
2014,Broj,"Prirodne znanosti, matematika i statistika",M,0
2014,Broj,Informacijske i komunikacijske tehnologije,M,0
2014,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1
2014,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,35
2014,Broj,Zdravstvo i socijalna skrb,M,161
2014,Broj,Usluge,M,0
2014,Broj,Nepoznato,M,0
2015,Broj,Ukupno,M,218
2015,Broj,Obrazovanje,M,0
2015,Broj,Umjetnost i humanističke znanosti,M,10
2015,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2015,Broj,"Poslovanje, administracija i pravo",M,42
2015,Broj,"Prirodne znanosti, matematika i statistika",M,0
2015,Broj,Informacijske i komunikacijske tehnologije,M,0
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,0
2015,Broj,Zdravstvo i socijalna skrb,M,166
2015,Broj,Usluge,M,0
2015,Broj,Nepoznato,M,0
2016,Broj,Ukupno,M,234
2016,Broj,Obrazovanje,M,0
2016,Broj,Umjetnost i humanističke znanosti,M,13
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2016,Broj,"Poslovanje, administracija i pravo",M,39
2016,Broj,"Prirodne znanosti, matematika i statistika",M,0
2016,Broj,Informacijske i komunikacijske tehnologije,M,0
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,8
2016,Broj,Zdravstvo i socijalna skrb,M,173
2016,Broj,Usluge,M,0
2016,Broj,Nepoznato,M,0
2017,Broj,Ukupno,M,273
2017,Broj,Obrazovanje,M,0
2017,Broj,Umjetnost i humanističke znanosti,M,13
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2017,Broj,"Poslovanje, administracija i pravo",M,4
2017,Broj,"Prirodne znanosti, matematika i statistika",M,0
2017,Broj,Informacijske i komunikacijske tehnologije,M,0
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,29
2017,Broj,Zdravstvo i socijalna skrb,M,227
2017,Broj,Usluge,M,0
2017,Broj,Nepoznato,M,0
2018,Broj,Ukupno,M,249
2018,Broj,Obrazovanje,M,0
2018,Broj,Umjetnost i humanističke znanosti,M,15
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2018,Broj,"Poslovanje, administracija i pravo",M,15
2018,Broj,"Prirodne znanosti, matematika i statistika",M,0
2018,Broj,Informacijske i komunikacijske tehnologije,M,0
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,31
2018,Broj,Zdravstvo i socijalna skrb,M,188
2018,Broj,Usluge,M,0
2018,Broj,Nepoznato,M,0
2019,Broj,Ukupno,M,398
2019,Broj,Obrazovanje,M,1
2019,Broj,Umjetnost i humanističke znanosti,M,12
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2019,Broj,"Poslovanje, administracija i pravo",M,30
2019,Broj,"Prirodne znanosti, matematika i statistika",M,0
2019,Broj,Informacijske i komunikacijske tehnologije,M,2
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,33
2019,Broj,Zdravstvo i socijalna skrb,M,320
2019,Broj,Usluge,M,0
2019,Broj,Nepoznato,M,0
2020,Broj,Ukupno,M,346
2020,Broj,Obrazovanje,M,0
2020,Broj,Umjetnost i humanističke znanosti,M,30
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2020,Broj,"Poslovanje, administracija i pravo",M,0
2020,Broj,"Prirodne znanosti, matematika i statistika",M,0
2020,Broj,Informacijske i komunikacijske tehnologije,M,0
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,23
2020,Broj,Zdravstvo i socijalna skrb,M,293
2020,Broj,Usluge,M,0
2020,Broj,Nepoznato,M,0
2021,Broj,Ukupno,M,298
2021,Broj,Obrazovanje,M,7
2021,Broj,Umjetnost i humanističke znanosti,M,15
2021,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2021,Broj,"Poslovanje, administracija i pravo",M,7
2021,Broj,"Prirodne znanosti, matematika i statistika",M,1
2021,Broj,Informacijske i komunikacijske tehnologije,M,0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,15
2021,Broj,Zdravstvo i socijalna skrb,M,253
2021,Broj,Usluge,M,0
2021,Broj,Nepoznato,M,0
2022,Broj,Ukupno,M,300
2022,Broj,Obrazovanje,M,0
2022,Broj,Umjetnost i humanističke znanosti,M,9
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2022,Broj,"Poslovanje, administracija i pravo",M,0
2022,Broj,"Prirodne znanosti, matematika i statistika",M,0
2022,Broj,Informacijske i komunikacijske tehnologije,M,0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,15
2022,Broj,Zdravstvo i socijalna skrb,M,276
2022,Broj,Usluge,M,0
2022,Broj,Nepoznato,M,0
2023,Broj,Ukupno,M,271
2023,Broj,Obrazovanje,M,0
2023,Broj,Umjetnost i humanističke znanosti,M,4
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2023,Broj,"Poslovanje, administracija i pravo",M,0
2023,Broj,"Prirodne znanosti, matematika i statistika",M,0
2023,Broj,Informacijske i komunikacijske tehnologije,M,0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,12
2023,Broj,Zdravstvo i socijalna skrb,M,254
2023,Broj,Usluge,M,1
2023,Broj,Nepoznato,M,0
2024,Broj,Ukupno,M,284
2024,Broj,Obrazovanje,M,0
2024,Broj,Umjetnost i humanističke znanosti,M,0
2024,Broj,"Društvene znanosti, novinarstvo i informiranje",M,0
2024,Broj,"Poslovanje, administracija i pravo",M,0
2024,Broj,"Prirodne znanosti, matematika i statistika",M,0
2024,Broj,Informacijske i komunikacijske tehnologije,M,0
2024,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,0
2024,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,7
2024,Broj,Zdravstvo i socijalna skrb,M,268
2024,Broj,Usluge,M,8
2024,Broj,Nepoznato,M,0
2014,Broj,Ukupno,Ž,544
2014,Broj,Obrazovanje,Ž,0
2014,Broj,Umjetnost i humanističke znanosti,Ž,10
2014,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2014,Broj,"Poslovanje, administracija i pravo",Ž,89
2014,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2014,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2014,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2014,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,13
2014,Broj,Zdravstvo i socijalna skrb,Ž,432
2014,Broj,Usluge,Ž,0
2014,Broj,Nepoznato,Ž,0
2015,Broj,Ukupno,Ž,607
2015,Broj,Obrazovanje,Ž,0
2015,Broj,Umjetnost i humanističke znanosti,Ž,12
2015,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2015,Broj,"Poslovanje, administracija i pravo",Ž,78
2015,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2015,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,0
2015,Broj,Zdravstvo i socijalna skrb,Ž,517
2015,Broj,Usluge,Ž,0
2015,Broj,Nepoznato,Ž,0
2016,Broj,Ukupno,Ž,625
2016,Broj,Obrazovanje,Ž,0
2016,Broj,Umjetnost i humanističke znanosti,Ž,13
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2016,Broj,"Poslovanje, administracija i pravo",Ž,72
2016,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2016,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,21
2016,Broj,Zdravstvo i socijalna skrb,Ž,519
2016,Broj,Usluge,Ž,0
2016,Broj,Nepoznato,Ž,0
2017,Broj,Ukupno,Ž,601
2017,Broj,Obrazovanje,Ž,0
2017,Broj,Umjetnost i humanističke znanosti,Ž,21
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2017,Broj,"Poslovanje, administracija i pravo",Ž,15
2017,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2017,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,27
2017,Broj,Zdravstvo i socijalna skrb,Ž,538
2017,Broj,Usluge,Ž,0
2017,Broj,Nepoznato,Ž,0
2018,Broj,Ukupno,Ž,577
2018,Broj,Obrazovanje,Ž,0
2018,Broj,Umjetnost i humanističke znanosti,Ž,10
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2018,Broj,"Poslovanje, administracija i pravo",Ž,27
2018,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2018,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,39
2018,Broj,Zdravstvo i socijalna skrb,Ž,501
2018,Broj,Usluge,Ž,0
2018,Broj,Nepoznato,Ž,0
2019,Broj,Ukupno,Ž,730
2019,Broj,Obrazovanje,Ž,0
2019,Broj,Umjetnost i humanističke znanosti,Ž,7
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2019,Broj,"Poslovanje, administracija i pravo",Ž,32
2019,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2019,Broj,Informacijske i komunikacijske tehnologije,Ž,2
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,26
2019,Broj,Zdravstvo i socijalna skrb,Ž,663
2019,Broj,Usluge,Ž,0
2019,Broj,Nepoznato,Ž,0
2020,Broj,Ukupno,Ž,657
2020,Broj,Obrazovanje,Ž,0
2020,Broj,Umjetnost i humanističke znanosti,Ž,12
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2020,Broj,"Poslovanje, administracija i pravo",Ž,0
2020,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2020,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,22
2020,Broj,Zdravstvo i socijalna skrb,Ž,623
2020,Broj,Usluge,Ž,0
2020,Broj,Nepoznato,Ž,0
2021,Broj,Ukupno,Ž,686
2021,Broj,Obrazovanje,Ž,9
2021,Broj,Umjetnost i humanističke znanosti,Ž,1
2021,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2021,Broj,"Poslovanje, administracija i pravo",Ž,8
2021,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2021,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2021,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2021,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,21
2021,Broj,Zdravstvo i socijalna skrb,Ž,647
2021,Broj,Usluge,Ž,0
2021,Broj,Nepoznato,Ž,0
2022,Broj,Ukupno,Ž,789
2022,Broj,Obrazovanje,Ž,0
2022,Broj,Umjetnost i humanističke znanosti,Ž,13
2022,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2022,Broj,"Poslovanje, administracija i pravo",Ž,0
2022,Broj,"Prirodne znanosti, matematika i statistika",Ž,1
2022,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2022,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,0
2022,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,36
2022,Broj,Zdravstvo i socijalna skrb,Ž,739
2022,Broj,Usluge,Ž,0
2022,Broj,Nepoznato,Ž,0
2023,Broj,Ukupno,Ž,743
2023,Broj,Obrazovanje,Ž,0
2023,Broj,Umjetnost i humanističke znanosti,Ž,7
2023,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,0
2023,Broj,"Poslovanje, administracija i pravo",Ž,0
2023,Broj,"Prirodne znanosti, matematika i statistika",Ž,0
2023,Broj,Informacijske i komunikacijske tehnologije,Ž,0
2023,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,1
2023,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,27
2023,Broj,Zdravstvo i socijalna skrb,Ž,708
2023,Broj,Usluge,Ž,1
2023,Broj,Nepoznato,Ž,0
