Year,Kvartal,UNIT_MEASURE,Spol,Starosna dob,Value
2021,II kvartal,%,M,15 - 24,39.1
2021,II kvartal,%,M,25 - 49,87.8
2021,II kvartal,%,M,50 - 64,60.2
2021,II kvartal,%,M,65+,5.5
2021,II kvartal,%,M,15 - 64,70.7
2021,II kvartal,%,M,20 - 64,75.9
2021,II kvartal,%,M,25 - 34,85.7
2021,II kvartal,%,M,15 - 74,62.7
2021,II kvartal,%,M,65 - 74,6.8
2021,II kvartal,%,Ž,15 - 89,36.8
2021,II kvartal,%,Ž,15 - 24,24.5
2021,II kvartal,%,Ž,25 - 49,63.2
2021,II kvartal,%,Ž,50 - 64,32.6
2021,II kvartal,%,Ž,65+,3.2
2021,II kvartal,%,Ž,15 - 64,46.6
2021,II kvartal,%,Ž,20 - 64,50.0
2021,II kvartal,%,Ž,25 - 34,62.0
2021,II kvartal,%,Ž,15 - 74,40.2
2021,II kvartal,%,Ž,65 - 74,4.3
2021,III kvartal,%,Oba spola,15 - 89,48.3
2021,III kvartal,%,Oba spola,15 - 24,31.9
2021,III kvartal,%,Oba spola,25 - 49,76.2
2021,III kvartal,%,Oba spola,50 - 64,48.0
2021,III kvartal,%,Oba spola,65+,3.5
2021,III kvartal,%,Oba spola,15 - 64,59.5
2021,III kvartal,%,Oba spola,20 - 64,63.9
2021,III kvartal,%,Oba spola,25 - 34,75.4
2021,III kvartal,%,Oba spola,15 - 74,51.9
2021,III kvartal,%,Oba spola,65 - 74,4.5
2021,III kvartal,%,M,15 - 89,60.3
2021,III kvartal,%,M,15 - 24,38.7
2021,III kvartal,%,M,25 - 49,89.2
2021,III kvartal,%,M,50 - 64,63.0
2021,III kvartal,%,M,65+,4.7
2021,III kvartal,%,M,15 - 64,72.1
2021,III kvartal,%,M,20 - 64,77.6
2021,III kvartal,%,M,25 - 34,88.0
2021,III kvartal,%,M,15 - 74,63.9
2021,III kvartal,%,M,65 - 74,6.0
2021,III kvartal,%,Ž,15 - 89,36.8
2021,III kvartal,%,Ž,15 - 24,24.6
2021,III kvartal,%,Ž,25 - 49,62.8
2021,III kvartal,%,Ž,50 - 64,33.8
2021,III kvartal,%,Ž,65+,2.6
2021,III kvartal,%,Ž,15 - 64,46.8
2021,III kvartal,%,Ž,20 - 64,50.1
2021,III kvartal,%,Ž,25 - 34,62.0
2021,III kvartal,%,Ž,15 - 74,40.2
2021,III kvartal,%,Ž,65 - 74,3.3
2021,IV kvartal,%,Oba spola,15 - 89,48.4
2021,IV kvartal,%,Oba spola,15 - 24,31.4
2021,IV kvartal,%,Oba spola,25 - 49,76.7
2021,IV kvartal,%,Oba spola,50 - 64,48.6
2021,IV kvartal,%,Oba spola,65+,2.7
2021,IV kvartal,%,Oba spola,15 - 64,59.9
2021,IV kvartal,%,Oba spola,20 - 64,64.3
2021,IV kvartal,%,Oba spola,25 - 34,76.9
2021,IV kvartal,%,Oba spola,15 - 74,52.1
2021,IV kvartal,%,Oba spola,65 - 74,3.7
2021,IV kvartal,%,M,15 - 89,60.2
2021,IV kvartal,%,M,15 - 24,37.3
2021,IV kvartal,%,M,25 - 49,88.7
2021,IV kvartal,%,M,50 - 64,64.6
2021,IV kvartal,%,M,65+,4.1
2021,IV kvartal,%,M,15 - 64,72.1
2021,IV kvartal,%,M,20 - 64,77.6
2021,IV kvartal,%,M,25 - 34,88.0
2021,IV kvartal,%,M,15 - 74,63.8
2021,IV kvartal,%,M,65 - 74,5.3
2021,IV kvartal,%,Ž,15 - 89,37.2
2021,IV kvartal,%,Ž,15 - 24,25.1
2021,IV kvartal,%,Ž,25 - 49,64.3
2021,IV kvartal,%,Ž,50 - 64,33.5
2021,IV kvartal,%,Ž,65+,1.7
2021,IV kvartal,%,Ž,15 - 64,47.5
2021,IV kvartal,%,Ž,20 - 64,50.9
2021,IV kvartal,%,Ž,25 - 34,64.9
2021,IV kvartal,%,Ž,15 - 74,40.7
2021,IV kvartal,%,Ž,65 - 74,2.4
2022,I kvartal,%,Oba spola,15 - 89,48.1
2022,I kvartal,%,Oba spola,15 - 24,29.0
2022,I kvartal,%,Oba spola,25 - 49,77.1
2022,I kvartal,%,Oba spola,50 - 64,47.7
2022,I kvartal,%,Oba spola,65+,2.9
2022,I kvartal,%,Oba spola,15 - 64,59.7
2022,I kvartal,%,Oba spola,20 - 64,64.2
2022,I kvartal,%,Oba spola,25 - 34,76.0
2022,I kvartal,%,Oba spola,15 - 74,51.8
2022,I kvartal,%,Oba spola,65 - 74,3.9
2022,I kvartal,%,M,15 - 89,59.4
2022,I kvartal,%,M,15 - 24,34.7
2022,I kvartal,%,M,25 - 49,88.3
2022,I kvartal,%,M,50 - 64,63.3
2022,I kvartal,%,M,65+,4.6
2022,I kvartal,%,M,15 - 64,71.4
2022,I kvartal,%,M,20 - 64,76.8
2022,I kvartal,%,M,25 - 34,86.1
2022,I kvartal,%,M,15 - 74,62.9
2022,I kvartal,%,M,65 - 74,5.8
2022,I kvartal,%,Ž,15 - 89,37.3
2022,I kvartal,%,Ž,15 - 24,23.1
2022,I kvartal,%,Ž,25 - 49,65.6
2022,I kvartal,%,Ž,50 - 64,33.0
2022,I kvartal,%,Ž,65+,1.6
2022,I kvartal,%,Ž,15 - 64,47.9
2022,I kvartal,%,Ž,20 - 64,51.4
2022,I kvartal,%,Ž,25 - 34,65.2
2022,I kvartal,%,Ž,15 - 74,40.8
2022,I kvartal,%,Ž,65 - 74,2.4
2022,II kvartal,%,Oba spola,15 - 89,47.4
2022,II kvartal,%,Oba spola,15 - 24,29.2
2022,II kvartal,%,Oba spola,25 - 49,76.2
2022,II kvartal,%,Oba spola,50 - 64,46.7
2022,II kvartal,%,Oba spola,65+,2.6
2022,II kvartal,%,Oba spola,15 - 64,58.9
2022,II kvartal,%,Oba spola,20 - 64,63.4
2022,II kvartal,%,Oba spola,25 - 34,75.0
2022,II kvartal,%,Oba spola,15 - 74,51.1
2022,II kvartal,%,Oba spola,65 - 74,3.8
2022,II kvartal,%,M,15 - 89,59.3
2022,II kvartal,%,M,15 - 24,35.2
2022,II kvartal,%,M,25 - 49,88.9
2022,II kvartal,%,M,50 - 64,62.0
2022,II kvartal,%,M,65+,4.0
2022,II kvartal,%,M,15 - 64,71.4
2022,II kvartal,%,M,20 - 64,76.9
2022,II kvartal,%,M,25 - 34,86.8
2022,II kvartal,%,M,15 - 74,62.9
2022,II kvartal,%,M,65 - 74,5.4
2022,II kvartal,%,Ž,15 - 89,36.1
2022,II kvartal,%,Ž,15 - 24,22.9
2022,II kvartal,%,Ž,25 - 49,63.1
2022,II kvartal,%,Ž,50 - 64,32.1
2022,II kvartal,%,Ž,65+,1.6
2022,II kvartal,%,Ž,15 - 64,46.3
2022,II kvartal,%,Ž,20 - 64,49.8
2022,II kvartal,%,Ž,25 - 34,62.3
2022,II kvartal,%,Ž,15 - 74,39.5
2022,II kvartal,%,Ž,65 - 74,2.4
2022,III kvartal,%,Oba spola,15 - 89,47.3
2022,III kvartal,%,Oba spola,15 - 24,28.0
2022,III kvartal,%,Oba spola,25 - 49,76.4
2022,III kvartal,%,Oba spola,50 - 64,46.8
2022,III kvartal,%,Oba spola,65+,2.5
2022,III kvartal,%,Oba spola,15 - 64,58.8
2022,III kvartal,%,Oba spola,20 - 64,63.3
2022,III kvartal,%,Oba spola,25 - 34,75.6
2022,III kvartal,%,Oba spola,15 - 74,51.0
2022,III kvartal,%,Oba spola,65 - 74,3.5
2022,III kvartal,%,M,15 - 89,60.0
2022,III kvartal,%,M,15 - 24,35.4
2022,III kvartal,%,M,25 - 49,89.3
2022,III kvartal,%,M,50 - 64,64.0
2022,III kvartal,%,M,65+,4.1
2022,III kvartal,%,M,15 - 64,72.3
2022,III kvartal,%,M,20 - 64,77.8
2022,III kvartal,%,M,25 - 34,88.0
2022,III kvartal,%,M,15 - 74,63.7
2022,III kvartal,%,M,65 - 74,5.5
2022,III kvartal,%,Ž,15 - 89,35.2
2022,III kvartal,%,Ž,15 - 24,20.1
2022,III kvartal,%,Ž,25 - 49,62.9
2022,III kvartal,%,Ž,50 - 64,30.5
2022,III kvartal,%,Ž,65+,1.3
2022,III kvartal,%,Ž,15 - 64,45.2
2022,III kvartal,%,Ž,20 - 64,48.7
2022,III kvartal,%,Ž,25 - 34,62.4
2022,III kvartal,%,Ž,15 - 74,38.5
2022,III kvartal,%,Ž,65 - 74,2.0
2022,IV kvartal,%,Oba spola,15 - 89,47.5
2022,IV kvartal,%,Oba spola,15 - 24,26.8
2022,IV kvartal,%,Oba spola,25 - 49,76.1
2022,IV kvartal,%,Oba spola,50 - 64,48.3
2022,IV kvartal,%,Oba spola,65+,2.6
2022,IV kvartal,%,Oba spola,15 - 64,59.0
2022,IV kvartal,%,Oba spola,20 - 64,63.5
2022,IV kvartal,%,Oba spola,25 - 34,74.9
2022,IV kvartal,%,Oba spola,15 - 74,51.1
2022,IV kvartal,%,Oba spola,65 - 74,3.8
2022,IV kvartal,%,M,15 - 89,59.8
2022,IV kvartal,%,M,15 - 24,34.4
2022,IV kvartal,%,M,25 - 49,88.3
2022,IV kvartal,%,M,50 - 64,65.4
2022,IV kvartal,%,M,65+,4.1
2022,IV kvartal,%,M,15 - 64,72.0
2022,IV kvartal,%,M,20 - 64,77.4
2022,IV kvartal,%,M,25 - 34,86.2
2022,IV kvartal,%,M,15 - 74,63.4
2022,IV kvartal,%,M,65 - 74,5.5
2022,IV kvartal,%,Ž,15 - 89,35.7
2022,IV kvartal,%,Ž,15 - 24,18.8
2022,IV kvartal,%,Ž,25 - 49,63.4
2022,IV kvartal,%,Ž,50 - 64,32.2
2022,IV kvartal,%,Ž,65+,1.6
2022,IV kvartal,%,Ž,15 - 64,45.8
2022,IV kvartal,%,Ž,20 - 64,49.4
2022,IV kvartal,%,Ž,25 - 34,62.8
2022,IV kvartal,%,Ž,15 - 74,39.1
2022,IV kvartal,%,Ž,65 - 74,2.4
2023,I kvartal,%,Oba spola,15 - 89,47.1
2023,I kvartal,%,Oba spola,15 - 24,23.8
2023,I kvartal,%,Oba spola,25 - 49,75.9
2023,I kvartal,%,Oba spola,50 - 64,48.7
2023,I kvartal,%,Oba spola,65+,3.0
2023,I kvartal,%,Oba spola,15 - 64,58.7
2023,I kvartal,%,Oba spola,20 - 64,63.3
2023,I kvartal,%,Oba spola,25 - 34,73.9
2023,I kvartal,%,Oba spola,15 - 74,50.8
2023,I kvartal,%,Oba spola,65 - 74,4.4
2023,I kvartal,%,M,15 - 89,58.9
2023,I kvartal,%,M,15 - 24,29.9
2023,I kvartal,%,M,25 - 49,88.1
2023,I kvartal,%,M,50 - 64,64.2
2023,I kvartal,%,M,65+,4.8
2023,I kvartal,%,M,15 - 64,71.1
2023,I kvartal,%,M,20 - 64,76.6
2023,I kvartal,%,M,25 - 34,84.5
2023,I kvartal,%,M,15 - 74,62.6
2023,I kvartal,%,M,65 - 74,6.8
2023,I kvartal,%,Ž,15 - 89,35.8
2023,I kvartal,%,Ž,15 - 24,17.3
2023,I kvartal,%,Ž,25 - 49,63.1
2023,I kvartal,%,Ž,50 - 64,34.0
2023,I kvartal,%,Ž,65+,1.6
2023,I kvartal,%,Ž,15 - 64,46.2
2023,I kvartal,%,Ž,20 - 64,49.9
2023,I kvartal,%,Ž,25 - 34,62.6
2023,I kvartal,%,Ž,15 - 74,39.3
2023,I kvartal,%,Ž,65 - 74,2.6
2023,II kvartal,%,Oba spola,15 - 89,47.4
2023,II kvartal,%,Oba spola,15 - 24,23.2
2023,II kvartal,%,Oba spola,25 - 49,76.9
2023,II kvartal,%,Oba spola,50 - 64,48.7
2023,II kvartal,%,Oba spola,65+,2.8
2023,II kvartal,%,Oba spola,15 - 64,59.2
2023,II kvartal,%,Oba spola,20 - 64,63.7
2023,II kvartal,%,Oba spola,25 - 34,75.4
2023,II kvartal,%,Oba spola,15 - 74,51.2
2023,II kvartal,%,Oba spola,65 - 74,4.2
2023,II kvartal,%,M,15 - 89,59.3
2023,II kvartal,%,M,15 - 24,30.2
2023,II kvartal,%,M,25 - 49,89.7
2023,II kvartal,%,M,50 - 64,63.0
2023,II kvartal,%,M,65+,4.3
2023,II kvartal,%,M,15 - 64,71.6
2023,II kvartal,%,M,20 - 64,77.1
2023,II kvartal,%,M,25 - 34,86.9
2023,II kvartal,%,M,15 - 74,63.0
2023,II kvartal,%,M,65 - 74,6.3
2023,II kvartal,%,Ž,15 - 89,36.1
2023,II kvartal,%,Ž,15 - 24,15.8
2023,II kvartal,%,Ž,25 - 49,63.4
2023,II kvartal,%,Ž,50 - 64,35.2
2023,II kvartal,%,Ž,65+,1.6
2023,II kvartal,%,Ž,15 - 64,46.5
2023,II kvartal,%,Ž,20 - 64,50.2
2023,II kvartal,%,Ž,25 - 34,63.2
2023,II kvartal,%,Ž,15 - 74,39.5
2023,II kvartal,%,Ž,65 - 74,2.5
2023,III kvartal,%,Oba spola,15 - 89,48.3
2023,III kvartal,%,Oba spola,15 - 24,26.3
2023,III kvartal,%,Oba spola,25 - 49,77.8
2023,III kvartal,%,Oba spola,50 - 64,49.6
2023,III kvartal,%,Oba spola,65+,2.5
2023,III kvartal,%,Oba spola,15 - 64,60.4
2023,III kvartal,%,Oba spola,20 - 64,64.8
2023,III kvartal,%,Oba spola,25 - 34,77.0
2023,III kvartal,%,Oba spola,15 - 74,52.1
2023,III kvartal,%,Oba spola,65 - 74,3.5
2023,III kvartal,%,M,15 - 89,60.4
2023,III kvartal,%,M,15 - 24,35.1
2023,III kvartal,%,M,25 - 49,90.7
2023,III kvartal,%,M,50 - 64,63.7
2023,III kvartal,%,M,65+,3.6
2023,III kvartal,%,M,15 - 64,73.2
2023,III kvartal,%,M,20 - 64,78.4
2023,III kvartal,%,M,25 - 34,89.1
2023,III kvartal,%,M,15 - 74,64.2
2023,III kvartal,%,M,65 - 74,4.9
2023,III kvartal,%,Ž,15 - 89,36.8
2023,III kvartal,%,Ž,15 - 24,17.1
2023,III kvartal,%,Ž,25 - 49,64.2
2023,III kvartal,%,Ž,50 - 64,36.3
2023,III kvartal,%,Ž,65+,1.6
2023,III kvartal,%,Ž,15 - 64,47.5
2023,III kvartal,%,Ž,20 - 64,51.1
2023,III kvartal,%,Ž,25 - 34,64.1
2023,III kvartal,%,Ž,15 - 74,40.3
2023,III kvartal,%,Ž,65 - 74,2.4
2023,IV kvartal,%,Oba spola,15 - 89,39.9
2023,IV kvartal,%,Oba spola,15 - 24,19.8
2023,IV kvartal,%,Oba spola,25 - 49,65.2
2023,IV kvartal,%,Oba spola,50 - 64,37.8
2023,IV kvartal,%,Oba spola,15 - 64,48.6
2023,IV kvartal,%,Oba spola,20 - 64,52.3
2023,IV kvartal,%,Oba spola,25 - 34,63.3
2023,IV kvartal,%,Oba spola,15 - 74,42.4
2023,IV kvartal,%,M,15 - 89,49.9
2023,IV kvartal,%,M,15 - 24,24.3
2023,IV kvartal,%,M,25 - 49,77.9
2023,IV kvartal,%,M,50 - 64,47.4
2023,IV kvartal,%,M,15 - 64,58.7
2023,IV kvartal,%,M,20 - 64,63.3
2023,IV kvartal,%,M,25 - 34,76.2
2023,IV kvartal,%,M,15 - 74,52.3
2023,IV kvartal,%,Ž,15 - 89,30.4
2023,IV kvartal,%,Ž,15 - 24,15.0
2023,IV kvartal,%,Ž,25 - 49,52.5
2023,IV kvartal,%,Ž,50 - 64,28.0
2023,IV kvartal,%,Ž,15 - 64,38.3
2023,IV kvartal,%,Ž,20 - 64,41.2
2023,IV kvartal,%,Ž,25 - 34,50.2
2023,IV kvartal,%,Ž,15 - 74,32.7
2024,I kvartal,%,Oba spola,15 - 24,22.4
2024,I kvartal,%,Oba spola,25 - 49,78.7
2024,I kvartal,%,Oba spola,50 - 64,50.8
2024,I kvartal,%,Oba spola,65+,3.3
2024,I kvartal,%,Oba spola,15 - 64,60.8
2024,I kvartal,%,Oba spola,20 - 64,65.6
2024,I kvartal,%,Oba spola,25 - 34,76.8
2024,I kvartal,%,Oba spola,15 - 74,52.4
2024,I kvartal,%,Oba spola,65 - 74,4.9
2024,I kvartal,%,M,15 - 24,28.1
2024,I kvartal,%,M,25 - 49,92.2
2024,I kvartal,%,M,50 - 64,65.3
2024,I kvartal,%,M,65+,5.1
2024,I kvartal,%,M,15 - 64,73.5
2024,I kvartal,%,M,20 - 64,79.4
2024,I kvartal,%,M,25 - 34,88.8
2024,I kvartal,%,M,15 - 74,64.5
2024,I kvartal,%,M,65 - 74,7.4
2024,I kvartal,%,Ž,15 - 24,16.4
2024,I kvartal,%,Ž,25 - 49,64.6
2024,I kvartal,%,Ž,50 - 64,37.0
2024,I kvartal,%,Ž,65+,1.9
2024,I kvartal,%,Ž,15 - 64,47.9
2024,I kvartal,%,Ž,20 - 64,51.6
2024,I kvartal,%,Ž,25 - 34,63.8
2024,I kvartal,%,Ž,15 - 74,40.5
2024,I kvartal,%,Ž,65 - 74,2.9
