Year,UNIT_MEASURE,Врста образовања,Пол,Value
2019,Број,Непознато,Ж,58.0
2020,Број,Укупно,Оба пола,13192.0
2020,Број,Образовање,Оба пола,1268.0
2020,Број,Умјетност и хуманистичке науке,Оба пола,1329.0
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,1932.0
2020,Број,"Пословање, администрација, и право",Оба пола,2514.0
2020,Број,"Природне науке, математика, и статистика",Оба пола,686.0
2020,Број,Информационе и комуникационе технологије,Оба пола,582.0
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,1971.0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,751.0
2020,Број,Здравство и социјална заштита,Оба пола,1345.0
2020,Број,Услуге,Оба пола,749.0
2020,Број,Непознато,Оба пола,65.0
2020,Број,Укупно,M,4945.0
2020,Број,Образовање,M,323.0
2020,Број,Умјетност и хуманистичке науке,M,458.0
2020,Број,"Друштвене науке, новинарство и информисање",M,690.0
2020,Број,"Пословање, администрација, и право",M,837.0
2020,Број,"Природне науке, математика, и статистика",M,194.0
2020,Број,Информационе и комуникационе технологије,M,364.0
2020,Број,"Инжењерство, производња и грађевинарство",M,1116.0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,325.0
2020,Број,Здравство и социјална заштита,M,244.0
2020,Број,Услуге,M,372.0
2020,Број,Непознато,M,22.0
2020,Број,Укупно,Ж,8247.0
2020,Број,Образовање,Ж,945.0
2020,Број,Умјетност и хуманистичке науке,Ж,871.0
2020,Број,"Друштвене науке, новинарство и информисање",Ж,1242.0
2020,Број,"Пословање, администрација, и право",Ж,1677.0
2020,Број,"Природне науке, математика, и статистика",Ж,492.0
2020,Број,Информационе и комуникационе технологије,Ж,218.0
2020,Број,"Инжењерство, производња и грађевинарство",Ж,855.0
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,426.0
2020,Број,Здравство и социјална заштита,Ж,1101.0
2020,Број,Услуге,Ж,377.0
2020,Број,Непознато,Ж,43.0
2021,Број,Укупно,Оба пола,12290.0
2021,Број,Образовање,Оба пола,1238.0
2021,Број,Умјетност и хуманистичке науке,Оба пола,1214.0
2021,Број,"Друштвене науке, новинарство и информисање",Оба пола,1831.0
2021,Број,"Пословање, администрација, и право",Оба пола,2141.0
2021,Број,"Природне науке, математика, и статистика",Оба пола,644.0
2021,Број,Информационе и комуникационе технологије,Оба пола,552.0
2021,Број,"Инжењерство, производња и грађевинарство",Оба пола,1989.0
2021,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,619.0
2021,Број,Здравство и социјална заштита,Оба пола,1286.0
2021,Број,Услуге,Оба пола,776.0
2021,Број,Непознато,Оба пола,0.0
2021,Број,Укупно,M,4480.0
2021,Број,Образовање,M,286.0
2021,Број,Умјетност и хуманистичке науке,M,422.0
2021,Број,"Друштвене науке, новинарство и информисање",M,676.0
2021,Број,"Пословање, администрација, и право",M,698.0
2021,Број,"Природне науке, математика, и статистика",M,176.0
2021,Број,Информационе и комуникационе технологије,M,327.0
2021,Број,"Инжењерство, производња и грађевинарство",M,1072.0
2021,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,249.0
2021,Број,Здравство и социјална заштита,M,227.0
2021,Број,Услуге,M,347.0
2021,Број,Непознато,M,0.0
2021,Број,Укупно,Ж,7810.0
2021,Број,Образовање,Ж,952.0
2021,Број,Умјетност и хуманистичке науке,Ж,792.0
2021,Број,"Друштвене науке, новинарство и информисање",Ж,1155.0
2021,Број,"Пословање, администрација, и право",Ж,1443.0
2021,Број,"Природне науке, математика, и статистика",Ж,468.0
2021,Број,Информационе и комуникационе технологије,Ж,225.0
2021,Број,"Инжењерство, производња и грађевинарство",Ж,917.0
2021,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,370.0
2021,Број,Здравство и социјална заштита,Ж,1059.0
2021,Број,Услуге,Ж,429.0
2021,Број,Непознато,Ж,0.0
2022,Број,Укупно,Оба пола,11635.0
2022,Број,Образовање,Оба пола,1135.0
2022,Број,Умјетност и хуманистичке науке,Оба пола,1189.0
2022,Број,"Друштвене науке, новинарство и информисање",Оба пола,1464.0
2022,Број,"Пословање, администрација, и право",Оба пола,2356.0
2022,Број,"Природне науке, математика, и статистика",Оба пола,606.0
2022,Број,Информационе и комуникационе технологије,Оба пола,545.0
2022,Број,"Инжењерство, производња и грађевинарство",Оба пола,1946.0
2022,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,496.0
2022,Број,Здравство и социјална заштита,Оба пола,1251.0
2022,Број,Услуге,Оба пола,596.0
2022,Број,Непознато,Оба пола,51.0
2022,Број,Укупно,M,4186.0
2022,Број,Образовање,M,274.0
2022,Број,Умјетност и хуманистичке науке,M,369.0
2022,Број,"Друштвене науке, новинарство и информисање",M,535.0
2022,Број,"Пословање, администрација, и право",M,729.0
2022,Број,"Природне науке, математика, и статистика",M,179.0
2022,Број,Информационе и комуникационе технологије,M,344.0
2022,Број,"Инжењерство, производња и грађевинарство",M,1054.0
2022,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,205.0
2022,Број,Здравство и социјална заштита,M,223.0
2022,Број,Услуге,M,263.0
2022,Број,Непознато,M,11.0
2022,Број,Укупно,Ж,7449.0
2022,Број,Образовање,Ж,861.0
2022,Број,Умјетност и хуманистичке науке,Ж,820.0
2022,Број,"Друштвене науке, новинарство и информисање",Ж,929.0
2022,Број,"Пословање, администрација, и право",Ж,1627.0
2022,Број,"Природне науке, математика, и статистика",Ж,427.0
2022,Број,Информационе и комуникационе технологије,Ж,201.0
2022,Број,"Инжењерство, производња и грађевинарство",Ж,892.0
2022,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,291.0
2022,Број,Здравство и социјална заштита,Ж,1028.0
2022,Број,Услуге,Ж,333.0
2022,Број,Непознато,Ж,40.0
2023,Број,Укупно,Оба пола,11553.0
2023,Број,Образовање,Оба пола,1085.0
20223NUMBER,Умјетност и хуманистичке науке,Оба пола,1064,
2023,Број,"Друштвене науке, новинарство и информисање",Оба пола,1665.0
2023,Број,"Пословање, администрација, и право",Оба пола,2698.0
2023,Број,"Природне науке, математика, и статистика",Оба пола,430.0
2023,Број,Информационе и комуникационе технологије,Оба пола,561.0
2023,Број,"Инжењерство, производња и грађевинарство",Оба пола,1958.0
2023,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,358.0
2023,Број,Здравство и социјална заштита,Оба пола,1396.0
2023,Број,Услуге,Оба пола,339.0
2023,Број,Непознато,Оба пола,0.0
2023,Број,Укупно,M,4174.0
2023,Број,Образовање,M,319.0
2023,Број,Умјетност и хуманистичке науке,M,338.0
2023,Број,"Друштвене науке, новинарство и информисање",M,591.0
2023,Број,"Пословање, администрација, и право",M,911.0
2023,Број,"Природне науке, математика, и статистика",M,158.0
2023,Број,Информационе и комуникационе технологије,M,319.0
2023,Број,"Инжењерство, производња и грађевинарство",M,995.0
2023,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,175.0
2023,Број,Здравство и социјална заштита,M,262.0
2023,Број,Услуге,M,192.0
2023,Број,Непознато,M,0.0
2023,Број,Укупно,Ж,7379.0
2023,Број,Образовање,Ж,879.0
2023,Број,Умјетност и хуманистичке науке,Ж,726.0
2023,Број,"Друштвене науке, новинарство и информисање",Ж,1074.0
2023,Број,"Пословање, администрација, и право",Ж,1787.0
2023,Број,"Природне науке, математика, и статистика",Ж,272.0
2023,Број,Информационе и комуникационе технологије,Ж,242.0
2023,Број,"Инжењерство, производња и грађевинарство",Ж,963.0
2023,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,182.0
2023,Број,Здравство и социјална заштита,Ж,1134.0
2023,Број,Услуге,Ж,147.0
2022,Број,Непознато,Ж,0.0
