Year,UNIT_MEASURE,Vrsta obrazovanja,Spol,Value
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1558
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,640
2015,Broj,Zdravstvo i socijalna skrb,Oba spola,1373
2015,Broj,Usluge,Oba spola,804
2015,Broj,Nepoznato,Oba spola,67
2015,Broj,Ukupno,M,6382
2015,Broj,Obrazovanje,M,512
2015,Broj,Umjetnost i humanističke znanosti,M,394
2015,Broj,"Društvene znanosti, novinarstvo i informiranje",M,564
2015,Broj,"Poslovanje, administracija i pravo",M,1987
2015,Broj,"Prirodne znanosti, matematika i statistika",M,211
2015,Broj,Informacijske i komunikacijske tehnologije,M,545
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,954
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,314
2015,Broj,Zdravstvo i socijalna skrb,M,307
2015,Broj,Usluge,M,557
2015,Broj,Nepoznato,M,37
2015,Broj,Ukupno,Ž,8767
2015,Broj,Obrazovanje,Ž,1296
2015,Broj,Umjetnost i humanističke znanosti,Ž,839
2015,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,857
2015,Broj,"Poslovanje, administracija i pravo",Ž,2831
2015,Broj,"Prirodne znanosti, matematika i statistika",Ž,490
2015,Broj,Informacijske i komunikacijske tehnologije,Ž,181
2015,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,604
2015,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,326
2015,Broj,Zdravstvo i socijalna skrb,Ž,1066
2015,Broj,Usluge,Ž,247
2015,Broj,Nepoznato,Ž,30
2016,Broj,Ukupno,Oba spola,14407
2016,Broj,Obrazovanje,Oba spola,1674
2016,Broj,Umjetnost i humanističke znanosti,Oba spola,1168
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1890
2016,Broj,"Poslovanje, administracija i pravo",Oba spola,3866
2016,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,631
2016,Broj,Informacijske i komunikacijske tehnologije,Oba spola,573
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1787
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,589
2016,Broj,Zdravstvo i socijalna skrb,Oba spola,1295
2016,Broj,Usluge,Oba spola,846
2016,Broj,Nepoznato,Oba spola,88
2016,Broj,Ukupno,M,6062
2016,Broj,Obrazovanje,M,499
2016,Broj,Umjetnost i humanističke znanosti,M,344
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",M,745
2016,Broj,"Poslovanje, administracija i pravo",M,1643
2016,Broj,"Prirodne znanosti, matematika i statistika",M,191
2016,Broj,Informacijske i komunikacijske tehnologije,M,435
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1122
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,276
2016,Broj,Zdravstvo i socijalna skrb,M,266
2016,Broj,Usluge,M,511
2016,Broj,Nepoznato,M,30
2016,Broj,Ukupno,Ž,8345
2016,Broj,Obrazovanje,Ž,1175
2016,Broj,Umjetnost i humanističke znanosti,Ž,824
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1145
2016,Broj,"Poslovanje, administracija i pravo",Ž,2223
2016,Broj,"Prirodne znanosti, matematika i statistika",Ž,440
2016,Broj,Informacijske i komunikacijske tehnologije,Ž,138
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,665
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,313
2016,Broj,Zdravstvo i socijalna skrb,Ž,1029
2016,Broj,Usluge,Ž,335
2016,Broj,Nepoznato,Ž,58
2017,Broj,Ukupno,Oba spola,13709
2017,Broj,Obrazovanje,Oba spola,1658
2017,Broj,Umjetnost i humanističke znanosti,Oba spola,1147
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1463
2017,Broj,"Poslovanje, administracija i pravo",Oba spola,3888
2017,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,608
2017,Broj,Informacijske i komunikacijske tehnologije,Oba spola,636
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1739
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,539
2017,Broj,Zdravstvo i socijalna skrb,Oba spola,1109
2017,Broj,Usluge,Oba spola,819
2017,Broj,Nepoznato,Oba spola,103
2017,Broj,Ukupno,M,5845
2017,Broj,Obrazovanje,M,428
2017,Broj,Umjetnost i humanističke znanosti,M,360
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",M,608
2017,Broj,"Poslovanje, administracija i pravo",M,1706
2017,Broj,"Prirodne znanosti, matematika i statistika",M,179
2017,Broj,Informacijske i komunikacijske tehnologije,M,466
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1040
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,226
2017,Broj,Zdravstvo i socijalna skrb,M,271
2017,Broj,Usluge,M,525
2017,Broj,Nepoznato,M,36
2017,Broj,Ukupno,Ž,7864
2017,Broj,Obrazovanje,Ž,1230
2017,Broj,Umjetnost i humanističke znanosti,Ž,787
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,855
2017,Broj,"Poslovanje, administracija i pravo",Ž,2182
2017,Broj,"Prirodne znanosti, matematika i statistika",Ž,429
2017,Broj,Informacijske i komunikacijske tehnologije,Ž,170
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,699
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,313
2017,Broj,Zdravstvo i socijalna skrb,Ž,838
2017,Broj,Usluge,Ž,294
2017,Broj,Nepoznato,Ž,67
2018,Broj,Ukupno,Oba spola,13394
2018,Broj,Obrazovanje,Oba spola,1629
2018,Broj,Umjetnost i humanističke znanosti,Oba spola,1104
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1279
2018,Broj,"Poslovanje, administracija i pravo",Oba spola,3286
2018,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,604
2018,Broj,Informacijske i komunikacijske tehnologije,Oba spola,731
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1999
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,585
2018,Broj,Zdravstvo i socijalna skrb,Oba spola,1352
2018,Broj,Usluge,Oba spola,740
2018,Broj,Nepoznato,Oba spola,85
2018,Broj,Ukupno,M,5571
2018,Broj,Obrazovanje,M,384
2018,Broj,Umjetnost i humanističke znanosti,M,327
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",M,507
2018,Broj,"Poslovanje, administracija i pravo",M,1336
2018,Broj,"Prirodne znanosti, matematika i statistika",M,174
2018,Broj,Informacijske i komunikacijske tehnologije,M,486
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1250
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,286
2018,Broj,Zdravstvo i socijalna skrb,M,314
2018,Broj,Usluge,M,468
2018,Broj,Nepoznato,M,39
2018,Broj,Ukupno,Ž,7823
2018,Broj,Obrazovanje,Ž,1245
2018,Broj,Umjetnost i humanističke znanosti,Ž,777
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,772
2018,Broj,"Poslovanje, administracija i pravo",Ž,1950
2018,Broj,"Prirodne znanosti, matematika i statistika",Ž,430
2018,Broj,Informacijske i komunikacijske tehnologije,Ž,245
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,749
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,299
2018,Broj,Zdravstvo i socijalna skrb,Ž,1038
2018,Broj,Usluge,Ž,272
2018,Broj,Nepoznato,Ž,46
2019,Broj,Ukupno,Oba spola,13053
2019,Broj,Obrazovanje,Oba spola,1452
2019,Broj,Umjetnost i humanističke znanosti,Oba spola,1018
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,1075
2019,Broj,"Poslovanje, administracija i pravo",Oba spola,3174
2019,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,625
2019,Broj,Informacijske i komunikacijske tehnologije,Oba spola,674
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1896
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,616
2019,Broj,Zdravstvo i socijalna skrb,Oba spola,1466
2019,Broj,Usluge,Oba spola,1044
2019,Broj,Nepoznato,Oba spola,13
2019,Broj,Ukupno,M,5302
2019,Broj,Obrazovanje,M,361
2019,Broj,Umjetnost i humanističke znanosti,M,356
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",M,397
2019,Broj,"Poslovanje, administracija i pravo",M,1255
2019,Broj,"Prirodne znanosti, matematika i statistika",M,158
2019,Broj,Informacijske i komunikacijske tehnologije,M,481
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1104
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,235
2019,Broj,Zdravstvo i socijalna skrb,M,332
2019,Broj,Usluge,M,610
2019,Broj,Nepoznato,M,13
2019,Broj,Ukupno,Ž,7751
2019,Broj,Obrazovanje,Ž,1091
2019,Broj,Umjetnost i humanističke znanosti,Ž,662
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,678
2019,Broj,"Poslovanje, administracija i pravo",Ž,1919
2019,Broj,"Prirodne znanosti, matematika i statistika",Ž,467
2019,Broj,Informacijske i komunikacijske tehnologije,Ž,193
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,792
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,381
2019,Broj,Zdravstvo i socijalna skrb,Ž,1134
2019,Broj,Usluge,Ž,434
2019,Broj,Nepoznato,Ž,0
2020,Broj,Ukupno,Oba spola,12288
2020,Broj,Obrazovanje,Oba spola,1285
2020,Broj,Umjetnost i humanističke znanosti,Oba spola,990
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,2247
2020,Broj,"Poslovanje, administracija i pravo",Oba spola,1829
2020,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,485
2020,Broj,Informacijske i komunikacijske tehnologije,Oba spola,747
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,1860
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,612
2020,Broj,Zdravstvo i socijalna skrb,Oba spola,1330
2020,Broj,Usluge,Oba spola,887
2020,Broj,Nepoznato,Oba spola,16
2020,Broj,Ukupno,M,4977
2020,Broj,Obrazovanje,M,269
2020,Broj,Umjetnost i humanističke znanosti,M,339
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",M,899
2020,Broj,"Poslovanje, administracija i pravo",M,738
2020,Broj,"Prirodne znanosti, matematika i statistika",M,122
2020,Broj,Informacijske i komunikacijske tehnologije,M,500
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,1067
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,251
2020,Broj,Zdravstvo i socijalna skrb,M,268
2020,Broj,Usluge,M,514
2020,Broj,Nepoznato,M,10
2020,Broj,Ukupno,Ž,7311
2020,Broj,Obrazovanje,Ž,1016
2020,Broj,Umjetnost i humanističke znanosti,Ž,651
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,1363
2020,Broj,"Poslovanje, administracija i pravo",Ž,1091
2020,Broj,"Prirodne znanosti, matematika i statistika",Ž,363
2020,Broj,Informacijske i komunikacijske tehnologije,Ž,247
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,778
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,361
2020,Broj,Zdravstvo i socijalna skrb,Ž,1062
2020,Broj,Usluge,Ž,373
2020,Broj,Nepoznato,Ž,6
