Year,UNIT_MEASURE,Врста образовања,Пол,Value
2015,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,16
2015,Број,Здравство и социјална заштита,M,9
2015,Број,Услуге,M,26
2015,Број,Непознато,M,23
2015,Број,Укупно,Ж,355
2015,Број,Образовање,Ж,48
2015,Број,Умјетност и хуманистичке науке,Ж,51
2015,Број,"Друштвене науке, новинарство и информисање",Ж,44
2015,Број,"Пословање, администрација, и право",Ж,57
2015,Број,"Природне науке, математика, и статистика",Ж,65
2015,Број,Информационе и комуникационе технологије,Ж,16
2015,Број,"Инжењерство, производња и грађевинарство",Ж,23
2015,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,12
2015,Број,Здравство и социјална заштита,Ж,20
2015,Број,Услуге,Ж,19
2015,Број,Непознато,Ж,0
2016,Број,Укупно,Оба пола,913
2016,Број,Образовање,Оба пола,71
2016,Број,Умјетност и хуманистичке науке,Оба пола,105
2016,Број,"Друштвене науке, новинарство и информисање",Оба пола,98
2016,Број,"Пословање, администрација, и право",Оба пола,224
2016,Број,"Природне науке, математика, и статистика",Оба пола,78
2016,Број,Информационе и комуникационе технологије,Оба пола,18
2016,Број,"Инжењерство, производња и грађевинарство",Оба пола,123
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,28
2016,Број,Здравство и социјална заштита,Оба пола,121
2016,Број,Услуге,Оба пола,47
2016,Број,Непознато,Оба пола,0
2016,Број,Укупно,M,486
2016,Број,Образовање,M,38
2016,Број,Умјетност и хуманистичке науке,M,35
2016,Број,"Друштвене науке, новинарство и информисање",M,53
2016,Број,"Пословање, администрација, и право",M,143
2016,Број,"Природне науке, математика, и статистика",M,31
2016,Број,Информационе и комуникационе технологије,M,9
2016,Број,"Инжењерство, производња и грађевинарство",M,81
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,12
2016,Број,Здравство и социјална заштита,M,44
2016,Број,Услуге,M,40
2016,Број,Непознато,M,0
2016,Број,Укупно,Ж,427
2016,Број,Образовање,Ж,33
2016,Број,Умјетност и хуманистичке науке,Ж,70
2016,Број,"Друштвене науке, новинарство и информисање",Ж,45
2016,Број,"Пословање, администрација, и право",Ж,81
2016,Број,"Природне науке, математика, и статистика",Ж,47
2016,Број,Информационе и комуникационе технологије,Ж,9
2016,Број,"Инжењерство, производња и грађевинарство",Ж,42
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,16
2016,Број,Здравство и социјална заштита,Ж,77
2016,Број,Услуге,Ж,7
2016,Број,Непознато,Ж,0
2017,Број,Укупно,Оба пола,856
2017,Број,Образовање,Оба пола,43
2017,Број,Умјетност и хуманистичке науке,Оба пола,171
2017,Број,"Друштвене науке, новинарство и информисање",Оба пола,66
2017,Број,"Пословање, администрација, и право",Оба пола,191
2017,Број,"Природне науке, математика, и статистика",Оба пола,79
2017,Број,Информационе и комуникационе технологије,Оба пола,44
2017,Број,"Инжењерство, производња и грађевинарство",Оба пола,110
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,30
2017,Број,Здравство и социјална заштита,Оба пола,72
2017,Број,Услуге,Оба пола,50
2017,Број,Непознато,Оба пола,0
2017,Број,Укупно,M,482
2017,Број,Образовање,M,34
2017,Број,Умјетност и хуманистичке науке,M,81
2017,Број,"Друштвене науке, новинарство и информисање",M,38
2017,Број,"Пословање, администрација, и право",M,117
2017,Број,"Природне науке, математика, и статистика",M,31
2017,Број,Информационе и комуникационе технологије,M,33
2017,Број,"Инжењерство, производња и грађевинарство",M,74
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,8
2017,Број,Здравство и социјална заштита,M,26
2017,Број,Услуге,M,40
2017,Број,Непознато,M,0
2017,Број,Укупно,Ж,374
2017,Број,Образовање,Ж,9
2017,Број,Умјетност и хуманистичке науке,Ж,90
2017,Број,"Друштвене науке, новинарство и информисање",Ж,28
2017,Број,"Пословање, администрација, и право",Ж,74
2017,Број,"Природне науке, математика, и статистика",Ж,48
2017,Број,Информационе и комуникационе технологије,Ж,11
2017,Број,"Инжењерство, производња и грађевинарство",Ж,36
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,22
2017,Број,Здравство и социјална заштита,Ж,46
2017,Број,Услуге,Ж,10
2017,Број,Непознато,Ж,0
2018,Број,Укупно,Оба пола,981
2018,Број,Образовање,Оба пола,36
2018,Број,Умјетност и хуманистичке науке,Оба пола,108
2018,Број,"Друштвене науке, новинарство и информисање",Оба пола,90
2018,Број,"Пословање, администрација, и право",Оба пола,190
2018,Број,"Природне науке, математика, и статистика",Оба пола,88
2018,Број,Информационе и комуникационе технологије,Оба пола,51
2018,Број,"Инжењерство, производња и грађевинарство",Оба пола,103
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,20
2018,Број,Здравство и социјална заштита,Оба пола,222
2018,Број,Услуге,Оба пола,73
2018,Број,Непознато,Оба пола,0
2018,Број,Укупно,M,508
2018,Број,Образовање,M,24
2018,Број,Умјетност и хуманистичке науке,M,36
2018,Број,"Друштвене науке, новинарство и информисање",M,55
2018,Број,"Пословање, администрација, и право",M,111
2018,Број,"Природне науке, математика, и статистика",M,32
2018,Број,Информационе и комуникационе технологије,M,42
2018,Број,"Инжењерство, производња и грађевинарство",M,70
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,11
2018,Број,Здравство и социјална заштита,M,80
2018,Број,Услуге,M,47
2018,Број,Непознато,M,0
2018,Број,Укупно,Ж,473
2018,Број,Образовање,Ж,12
2018,Број,Умјетност и хуманистичке науке,Ж,72
2018,Број,"Друштвене науке, новинарство и информисање",Ж,35
2018,Број,"Пословање, администрација, и право",Ж,79
2018,Број,"Природне науке, математика, и статистика",Ж,56
2018,Број,Информационе и комуникационе технологије,Ж,9
2018,Број,"Инжењерство, производња и грађевинарство",Ж,33
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,9
2018,Број,Здравство и социјална заштита,Ж,142
2018,Број,Услуге,Ж,26
2018,Број,Непознато,Ж,0
2019,Број,Укупно,Оба пола,1022
2019,Број,Образовање,Оба пола,40
2019,Број,Умјетност и хуманистичке науке,Оба пола,119
2019,Број,"Друштвене науке, новинарство и информисање",Оба пола,173
2019,Број,"Пословање, администрација, и право",Оба пола,183
2019,Број,"Природне науке, математика, и статистика",Оба пола,85
2019,Број,Информационе и комуникационе технологије,Оба пола,12
2019,Број,"Инжењерство, производња и грађевинарство",Оба пола,88
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,97
2019,Број,Здравство и социјална заштита,Оба пола,173
2019,Број,Услуге,Оба пола,52
2019,Број,Непознато,Оба пола,0
2019,Број,Укупно,M,492
2019,Број,Образовање,M,20
2019,Број,Умјетност и хуманистичке науке,M,48
2019,Број,"Друштвене науке, новинарство и информисање",M,91
2019,Број,"Пословање, администрација, и право",M,97
2019,Број,"Природне науке, математика, и статистика",M,36
2019,Број,Информационе и комуникационе технологије,M,7
2019,Број,"Инжењерство, производња и грађевинарство",M,54
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,17
2019,Број,Здравство и социјална заштита,M,88
2019,Број,Услуге,M,34
2019,Број,Непознато,M,0
2019,Број,Укупно,Ж,530
2019,Број,Образовање,Ж,20
2019,Број,Умјетност и хуманистичке науке,Ж,71
2019,Број,"Друштвене науке, новинарство и информисање",Ж,82
2019,Број,"Пословање, администрација, и право",Ж,86
2019,Број,"Природне науке, математика, и статистика",Ж,49
2019,Број,Информационе и комуникационе технологије,Ж,5
2019,Број,"Инжењерство, производња и грађевинарство",Ж,25
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,24
2019,Број,Здравство и социјална заштита,Ж,150
2019,Број,Услуге,Ж,18
2019,Број,Непознато,Ж,0
2020,Број,Укупно,Оба пола,1208
2020,Број,Образовање,Оба пола,54
2020,Број,Умјетност и хуманистичке науке,Оба пола,116
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,56
2020,Број,"Пословање, администрација, и право",Оба пола,188
2020,Број,"Природне науке, математика, и статистика",Оба пола,116
2020,Број,Информационе и комуникационе технологије,Оба пола,56
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,163
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,43
2020,Број,Здравство и социјална заштита,Оба пола,371
2020,Број,Услуге,Оба пола,29
2020,Број,Непознато,Оба пола,16
2020,Број,Укупно,M,606
2020,Број,Образовање,M,22
2020,Број,Умјетност и хуманистичке науке,M,40
2020,Број,"Друштвене науке, новинарство и информисање",M,28
2020,Број,"Пословање, администрација, и право",M,99
2020,Број,"Природне науке, математика, и статистика",M,50
2020,Број,Информационе и комуникационе технологије,M,41
2020,Број,"Инжењерство, производња и грађевинарство",M,130
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,22
2020,Број,Здравство и социјална заштита,M,151
2020,Број,Услуге,M,13
2020,Број,Непознато,M,10
2020,Број,Укупно,Ж,602
2020,Број,Образовање,Ж,32
2020,Број,Умјетност и хуманистичке науке,Ж,76
2020,Број,"Друштвене науке, новинарство и информисање",Ж,28
2020,Број,"Пословање, администрација, и право",Ж,89
2020,Број,"Природне науке, математика, и статистика",Ж,66
2020,Број,Информационе и комуникационе технологије,Ж,15
2020,Број,"Инжењерство, производња и грађевинарство",Ж,33
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,21
2020,Број,Здравство и социјална заштита,Ж,220
2020,Број,Услуге,Ж,16
2020,Број,Непознато,Ж,6
