Year,UNIT_MEASURE,Пол,Старосна доб,Oпштина,Value
2013,Број,M,35-39,Нови Град,904
2013,Број,Ж,35-39,Нови Град,816
2013,Број,Оба пола,35-39,Сарајево-Нови Град,9451
2013,Број,M,35-39,Сарајево-Нови Град,4592
2013,Број,Ж,35-39,Сарајево-Нови Град,4859
2013,Број,Оба пола,35-39,Нови Травник,1657
2013,Број,M,35-39,Нови Травник,813
2013,Број,Ж,35-39,Нови Травник,844
2013,Број,Оба пола,35-39,Ново Горажде,182
2013,Број,M,35-39,Ново Горажде,112
2013,Број,Ж,35-39,Ново Горажде,70
2013,Број,Оба пола,35-39,Сарајево-Ново Сарајево,4614
2013,Број,M,35-39,Сарајево-Ново Сарајево,2165
2013,Број,Ж,35-39,Сарајево-Ново Сарајево,2449
2013,Број,Оба пола,35-39,Оџак,1317
2013,Број,M,35-39,Оџак,680
2013,Број,Ж,35-39,Оџак,637
2013,Број,Оба пола,35-39,Олово,672
2013,Број,M,35-39,Олово,340
2013,Број,Ж,35-39,Олово,332
2013,Број,Оба пола,35-39,Орашје,1425
2013,Број,M,35-39,Орашје,710
2013,Број,Ж,35-39,Орашје,715
2013,Број,Оба пола,35-39,Осмаци,443
2013,Број,M,35-39,Осмаци,241
2013,Број,Ж,35-39,Осмаци,202
2013,Број,Оба пола,35-39,Оштра Лука,204
2013,Број,M,35-39,Оштра Лука,108
2013,Број,Ж,35-39,Оштра Лука,96
2013,Број,Оба пола,35-39,Пале-ФБиХ,51
2013,Број,M,35-39,Пале-ФБиХ,28
2013,Број,Ж,35-39,Пале-ФБиХ,23
2013,Број,Оба пола,35-39,Пале-РС,1329
2013,Број,M,35-39,Пале-РС,703
2013,Број,Ж,35-39,Пале-РС,626
2013,Број,Оба пола,35-39,Пелагићево,329
2013,Број,M,35-39,Пелагићево,156
2013,Број,Ж,35-39,Пелагићево,173
2013,Број,Оба пола,35-39,Петровац,33
2013,Број,M,35-39,Петровац,20
2013,Број,Ж,35-39,Петровац,13
2013,Број,Оба пола,35-39,Петрово,303
2013,Број,M,35-39,Петрово,155
2013,Број,Ж,35-39,Петрово,148
2013,Број,Оба пола,35-39,Посушје,1356
2013,Број,M,35-39,Посушје,652
2013,Број,Ж,35-39,Посушје,704
2013,Број,Оба пола,35-39,Приједор,6499
2013,Број,M,35-39,Приједор,3355
2013,Број,Ж,35-39,Приједор,3144
2013,Број,Оба пола,35-39,Прњавор,2538
2013,Број,M,35-39,Прњавор,1294
2013,Број,Ж,35-39,Прњавор,1244
2013,Број,Оба пола,35-39,Прозор,1005
2013,Број,M,35-39,Прозор,508
2013,Број,Ж,35-39,Прозор,497
2013,Број,Оба пола,35-39,Равно,183
2013,Број,M,35-39,Равно,100
2013,Број,Ж,35-39,Равно,83
2013,Број,Оба пола,35-39,Рибник,360
2013,Број,M,35-39,Рибник,186
2013,Број,Ж,35-39,Рибник,174
2013,Број,Оба пола,35-39,Рогатица,678
2013,Број,M,35-39,Рогатица,358
2013,Број,Ж,35-39,Рогатица,320
2013,Број,Оба пола,35-39,Рудо,472
2013,Број,M,35-39,Рудо,253
2013,Број,Ж,35-39,Рудо,219
2013,Број,Оба пола,35-39,Сански Мост,3345
2013,Број,M,35-39,Сански Мост,1692
2013,Број,Ж,35-39,Сански Мост,1653
2013,Број,Оба пола,35-39,Сапна,948
2013,Број,M,35-39,Сапна,502
2013,Број,Ж,35-39,Сапна,446
2013,Број,Оба пола,35-39,Соколац,707
2013,Број,M,35-39,Соколац,373
2013,Број,Ж,35-39,Соколац,334
2013,Број,Оба пола,35-39,Србац,1166
2013,Број,M,35-39,Србац,598
2013,Број,Ж,35-39,Србац,568
2013,Број,Оба пола,35-39,Сребреница,1101
2013,Број,M,35-39,Сребреница,564
2013,Број,Ж,35-39,Сребреница,537
2013,Број,Оба пола,35-39,Сребреник,2798
2013,Број,M,35-39,Сребреник,1354
2013,Број,Ж,35-39,Сребреник,1444
2013,Број,Оба пола,35-39,Сарајево-Стари Град,2445
2013,Број,M,35-39,Сарајево-Стари Град,1156
2013,Број,Ж,35-39,Сарајево-Стари Град,1289
2013,Број,Оба пола,35-39,Столац,906
2013,Број,M,35-39,Столац,474
2013,Број,Ж,35-39,Столац,432
2013,Број,Оба пола,35-39,Шамац,1142
2013,Број,M,35-39,Шамац,565
2013,Број,Ж,35-39,Шамац,577
2013,Број,Оба пола,35-39,Шековићи,418
2013,Број,M,35-39,Шековићи,228
2013,Број,Ж,35-39,Шековићи,190
2013,Број,Оба пола,35-39,Шипово,630
2013,Број,M,35-39,Шипово,337
2013,Број,Ж,35-39,Шипово,293
2013,Број,Оба пола,35-39,Широки Бријег,1706
2013,Број,M,35-39,Широки Бријег,848
2013,Број,Ж,35-39,Широки Бријег,858
2013,Број,Оба пола,35-39,Теочак,586
2013,Број,M,35-39,Теочак,308
2013,Број,Ж,35-39,Теочак,278
2013,Број,Оба пола,35-39,Теслић,2567
2013,Број,M,35-39,Теслић,1311
2013,Број,Ж,35-39,Теслић,1256
2013,Број,Оба пола,35-39,Тешањ,3356
2013,Број,M,35-39,Тешањ,1659
2013,Број,Ж,35-39,Тешањ,1697
2013,Број,Оба пола,35-39,Томиславград,2220
2013,Број,M,35-39,Томиславград,1142
2013,Број,Ж,35-39,Томиславград,1078
2013,Број,Оба пола,35-39,Травник,3988
2013,Број,M,35-39,Травник,2083
2013,Број,Ж,35-39,Травник,1905
2013,Број,Оба пола,35-39,Требиње,1921
2013,Број,M,35-39,Требиње,1029
2013,Број,Ж,35-39,Требиње,892
2013,Број,Оба пола,35-39,Трново-ФБиХ,66
2013,Број,M,35-39,Трново-ФБиХ,38
2013,Број,Ж,35-39,Трново-ФБиХ,28
2013,Број,Оба пола,35-39,Трново-РС,90
2013,Број,M,35-39,Трново-РС,45
2013,Број,Ж,35-39,Трново-РС,45
2013,Број,Оба пола,35-39,Тузла,7412
2013,Број,M,35-39,Тузла,3602
2013,Број,Ж,35-39,Тузла,3810
2013,Број,Оба пола,35-39,Угљевик,959
2013,Број,M,35-39,Угљевик,487
2013,Број,Ж,35-39,Угљевик,472
2013,Број,Оба пола,35-39,Усора,458
2013,Број,M,35-39,Усора,226
2013,Број,Ж,35-39,Усора,232
2013,Број,Оба пола,35-39,Вареш,496
2013,Број,M,35-39,Вареш,255
2013,Број,Ж,35-39,Вареш,241
2013,Број,Оба пола,35-39,Велика Кладуша,3160
2013,Број,M,35-39,Велика Кладуша,1653
2013,Број,Ж,35-39,Велика Кладуша,1507
2013,Број,Оба пола,35-39,Високо,2866
2013,Број,M,35-39,Високо,1461
2013,Број,Ж,35-39,Високо,1405
2013,Број,Оба пола,35-39,Вишеград,612
2013,Број,M,35-39,Вишеград,323
2013,Број,Ж,35-39,Вишеград,289
2013,Број,Оба пола,35-39,Витез,1771
2013,Број,M,35-39,Витез,924
2013,Број,Ж,35-39,Витез,847
2013,Број,Оба пола,35-39,Власеница,866
2013,Број,M,35-39,Власеница,471
2013,Број,Ж,35-39,Власеница,395
2013,Број,Оба пола,35-39,Сарајево-Вогошћа,1989
2013,Број,M,35-39,Сарајево-Вогошћа,981
2013,Број,Ж,35-39,Сарајево-Вогошћа,1008
2013,Број,Оба пола,35-39,Вукосавље,323
2013,Број,M,35-39,Вукосавље,161
2013,Број,Ж,35-39,Вукосавље,162
2013,Број,Оба пола,35-39,Завидовићи,2621
2013,Број,M,35-39,Завидовићи,1331
2013,Број,Ж,35-39,Завидовићи,1290
2013,Број,Оба пола,35-39,Зеница,7722
2013,Број,M,35-39,Зеница,3963
2013,Број,Ж,35-39,Зеница,3759
2013,Број,Оба пола,35-39,Зворник,4410
2013,Број,M,35-39,Зворник,2242
2013,Број,Ж,35-39,Зворник,2168
2013,Број,Оба пола,35-39,Жепче,2179
2013,Број,M,35-39,Жепче,1111
2013,Број,Ж,35-39,Жепче,1068
2013,Број,Оба пола,35-39,Живинице,4005
2013,Број,M,35-39,Живинице,1998
2013,Број,Ж,35-39,Живинице,2007
2013,Број,Оба пола,40-44,Бања Лука,12468
2013,Број,M,40-44,Бања Лука,6322
2013,Број,Ж,40-44,Бања Лука,6146
2013,Број,Оба пола,40-44,Бановићи,1743
2013,Број,M,40-44,Бановићи,881
2013,Број,Ж,40-44,Бановићи,862
2013,Број,Оба пола,40-44,Берковићи,150
2013,Број,M,40-44,Берковићи,97
2013,Број,Ж,40-44,Берковићи,53
2013,Број,Оба пола,40-44,Бихаћ,4198
2013,Број,M,40-44,Бихаћ,1946
2013,Број,Ж,40-44,Бихаћ,2252
2013,Број,Оба пола,40-44,Бијељина,7064
2013,Број,M,40-44,Бијељина,3526
2013,Број,Ж,40-44,Бијељина,3538
2013,Број,Оба пола,40-44,Билећа,680
2013,Број,M,40-44,Билећа,358
2013,Број,Ж,40-44,Билећа,322
2013,Број,Оба пола,40-44,Босанска Крупа,1793
2013,Број,M,40-44,Босанска Крупа,873
2013,Број,Ж,40-44,Босанска Крупа,920
2013,Број,Оба пола,40-44,Босански Петровац,457
2013,Број,M,40-44,Босански Петровац,232
2013,Број,Ж,40-44,Босански Петровац,225
2013,Број,Оба пола,40-44,Босанско Грахово,147
2013,Број,M,40-44,Босанско Грахово,94
2013,Број,Ж,40-44,Босанско Грахово,53
2013,Број,Оба пола,40-44,Братунац,1418
2013,Број,M,40-44,Братунац,712
2013,Број,Ж,40-44,Братунац,706
2013,Број,Оба пола,40-44,Брчко,6145
2013,Број,M,40-44,Брчко,3126
2013,Број,Ж,40-44,Брчко,3019
2013,Број,Оба пола,40-44,Бреза,924
2013,Број,M,40-44,Бреза,426
2013,Број,Ж,40-44,Бреза,498
2013,Број,Оба пола,40-44,Брод,1133
2013,Број,M,40-44,Брод,582
2013,Број,Ж,40-44,Брод,551
2013,Број,Оба пола,40-44,Бугојно,2301
2013,Број,M,40-44,Бугојно,1179
2013,Број,Ж,40-44,Бугојно,1122
2013,Број,Оба пола,40-44,Бусовача,1224
2013,Број,M,40-44,Бусовача,643
2013,Број,Ж,40-44,Бусовача,581
2013,Број,Оба пола,40-44,Бужим,1412
2013,Број,M,40-44,Бужим,736
2013,Број,Ж,40-44,Бужим,676
2013,Број,Оба пола,40-44,Цазин,5482
2013,Број,M,40-44,Цазин,2738
2013,Број,Ж,40-44,Цазин,2744
2013,Број,Оба пола,40-44,Сарајево-Центар,3429
2013,Број,M,40-44,Сарајево-Центар,1552
2013,Број,Ж,40-44,Сарајево-Центар,1877
2013,Број,Оба пола,40-44,Чајниче,304
2013,Број,M,40-44,Чајниче,178
2013,Број,Ж,40-44,Чајниче,126
2013,Број,Оба пола,40-44,Чапљина,1709
2013,Број,M,40-44,Чапљина,882
2013,Број,Ж,40-44,Чапљина,827
2013,Број,Оба пола,40-44,Челић,810
2013,Број,M,40-44,Челић,439
2013,Број,Ж,40-44,Челић,371
2013,Број,Оба пола,40-44,Челинац,999
2013,Број,M,40-44,Челинац,529
2013,Број,Ж,40-44,Челинац,470
2013,Број,Оба пола,40-44,Читлук,1179
2013,Број,M,40-44,Читлук,587
2013,Број,Ж,40-44,Читлук,592
2013,Број,Оба пола,40-44,Дервента,1827
2013,Број,M,40-44,Дервента,941
2013,Број,Ж,40-44,Дервента,886
2013,Број,Оба пола,40-44,Добој,4395
2013,Број,M,40-44,Добој,2282
2013,Број,Ж,40-44,Добој,2113
2013,Број,Оба пола,40-44,Добој-Исток,757
2013,Број,M,40-44,Добој-Исток,380
2013,Број,Ж,40-44,Добој-Исток,377
2013,Број,Оба пола,40-44,Добој-Југ,327
2013,Број,M,40-44,Добој-Југ,167
2013,Број,Ж,40-44,Добој-Југ,160
2013,Број,Оба пола,40-44,Добретићи,151
2013,Број,M,40-44,Добретићи,94
2013,Број,Ж,40-44,Добретићи,57
2013,Број,Оба пола,40-44,Домаљевац-Шамац,402
2013,Број,M,40-44,Домаљевац-Шамац,208
2013,Број,Ж,40-44,Домаљевац-Шамац,194
2013,Број,Оба пола,40-44,Доњи Вакуф,997
2013,Број,M,40-44,Доњи Вакуф,499
2013,Број,Ж,40-44,Доњи Вакуф,498
2013,Број,Оба пола,40-44,Доњи Жабар,269
2013,Број,M,40-44,Доњи Жабар,153
2013,Број,Ж,40-44,Доњи Жабар,116
2013,Број,Оба пола,40-44,Дрвар,400
2013,Број,M,40-44,Дрвар,228
2013,Број,Ж,40-44,Дрвар,172
2013,Број,Оба пола,40-44,Фоча-ФБиХ,105
2013,Број,M,40-44,Фоча-ФБиХ,66
2013,Број,Ж,40-44,Фоча-ФБиХ,39
2013,Број,Оба пола,40-44,Фоча-РС,1034
2013,Број,M,40-44,Фоча-РС,546
2013,Број,Ж,40-44,Фоча-РС,488
2013,Број,Оба пола,40-44,Фојница,899
2013,Број,M,40-44,Фојница,476
2013,Број,Ж,40-44,Фојница,423
2013,Број,Оба пола,40-44,Гацко,546
2013,Број,M,40-44,Гацко,278
2013,Број,Ж,40-44,Гацко,268
2013,Број,Оба пола,40-44,Гламоч,248
2013,Број,M,40-44,Гламоч,140
2013,Број,Ж,40-44,Гламоч,108
2013,Број,Оба пола,40-44,Горажде,1238
2013,Број,M,40-44,Горажде,610
2013,Број,Ж,40-44,Горажде,628
2013,Број,Оба пола,40-44,Горњи Вакуф-Ускопље,1626
2013,Број,M,40-44,Горњи Вакуф-Ускопље,839
2013,Број,Ж,40-44,Горњи Вакуф-Ускопље,787
2013,Број,Оба пола,40-44,Грачаница,3226
2013,Број,M,40-44,Грачаница,1523
2013,Број,Ж,40-44,Грачаница,1703
2013,Број,Оба пола,40-44,Градачац,3003
