Year,UNIT_MEASURE,Vrsta obrazovanja,Spol,Value
2016,Broj,"Poslovanje, administracija i pravo",Oba spola,747
2016,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,200
2016,Broj,Informacijske i komunikacijske tehnologije,Oba spola,127
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,544
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,210
2016,Broj,Zdravstvo i socijalna skrb,Oba spola,326
2016,Broj,Usluge,Oba spola,213
2016,Broj,Nepoznato,Oba spola,30
2016,Broj,Ukupno,M,1497
2016,Broj,Obrazovanje,M,115
2016,Broj,Umjetnost i humanističke znanosti,M,98
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",M,285
2016,Broj,"Poslovanje, administracija i pravo",M,263
2016,Broj,"Prirodne znanosti, matematika i statistika",M,52
2016,Broj,Informacijske i komunikacijske tehnologije,M,77
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,317
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,95
2016,Broj,Zdravstvo i socijalna skrb,M,66
2016,Broj,Usluge,M,121
2016,Broj,Nepoznato,M,601
2016,Broj,Ukupno,Ž,2339
2016,Broj,Obrazovanje,Ž,276
2016,Broj,Umjetnost i humanističke znanosti,Ž,244
2016,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,421
2016,Broj,"Poslovanje, administracija i pravo",Ž,484
2016,Broj,"Prirodne znanosti, matematika i statistika",Ž,148
2016,Broj,Informacijske i komunikacijske tehnologije,Ž,50
2016,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,227
2016,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,115
2016,Broj,Zdravstvo i socijalna skrb,Ž,260
2016,Broj,Usluge,Ž,92
2016,Broj,Nepoznato,Ž,22
2017,Broj,Ukupno,Oba spola,3712
2017,Broj,Obrazovanje,Oba spola,477
2017,Broj,Umjetnost i humanističke znanosti,Oba spola,344
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,388
2017,Broj,"Poslovanje, administracija i pravo",Oba spola,770
2017,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,242
2017,Broj,Informacijske i komunikacijske tehnologije,Oba spola,119
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,519
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,214
2017,Broj,Zdravstvo i socijalna skrb,Oba spola,297
2017,Broj,Usluge,Oba spola,274
2017,Broj,Nepoznato,Oba spola,68
2017,Broj,Ukupno,M,1426
2017,Broj,Obrazovanje,M,119
2017,Broj,Umjetnost i humanističke znanosti,M,100
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",M,149
2017,Broj,"Poslovanje, administracija i pravo",M,284
2017,Broj,"Prirodne znanosti, matematika i statistika",M,57
2017,Broj,Informacijske i komunikacijske tehnologije,M,78
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,324
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,89
2017,Broj,Zdravstvo i socijalna skrb,M,72
2017,Broj,Usluge,M,123
2017,Broj,Nepoznato,M,31
2017,Broj,Ukupno,Ž,2286
2017,Broj,Obrazovanje,Ž,358
2017,Broj,Umjetnost i humanističke znanosti,Ž,244
2017,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,239
2017,Broj,"Poslovanje, administracija i pravo",Ž,486
2017,Broj,"Prirodne znanosti, matematika i statistika",Ž,185
2017,Broj,Informacijske i komunikacijske tehnologije,Ž,41
2017,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,195
2017,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,125
2017,Broj,Zdravstvo i socijalna skrb,Ž,225
2017,Broj,Usluge,Ž,151
2017,Broj,Nepoznato,Ž,37
2018,Broj,Ukupno,Oba spola,3336
2018,Broj,Obrazovanje,Oba spola,476
2018,Broj,Umjetnost i humanističke znanosti,Oba spola,268
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,351
2018,Broj,"Poslovanje, administracija i pravo",Oba spola,719
2018,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,235
2018,Broj,Informacijske i komunikacijske tehnologije,Oba spola,128
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,430
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,199
2018,Broj,Zdravstvo i socijalna skrb,Oba spola,261
2018,Broj,Usluge,Oba spola,223
2018,Broj,Nepoznato,Oba spola,46
2018,Broj,Ukupno,M,1284
2018,Broj,Obrazovanje,M,140
2018,Broj,Umjetnost i humanističke znanosti,M,78
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",M,115
2018,Broj,"Poslovanje, administracija i pravo",M,268
2018,Broj,"Prirodne znanosti, matematika i statistika",M,54
2018,Broj,Informacijske i komunikacijske tehnologije,M,86
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,251
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,88
2018,Broj,Zdravstvo i socijalna skrb,M,61
2018,Broj,Usluge,M,121
2018,Broj,Nepoznato,M,22
2018,Broj,Ukupno,Ž,2052
2018,Broj,Obrazovanje,Ž,336
2018,Broj,Umjetnost i humanističke znanosti,Ž,190
2018,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,236
2018,Broj,"Poslovanje, administracija i pravo",Ž,451
2018,Broj,"Prirodne znanosti, matematika i statistika",Ž,181
2018,Broj,Informacijske i komunikacijske tehnologije,Ž,42
2018,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,179
2018,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,111
2018,Broj,Zdravstvo i socijalna skrb,Ž,200
2018,Broj,Usluge,Ž,102
2018,Broj,Nepoznato,Ž,24
2019,Broj,Ukupno,Oba spola,3388
2019,Broj,Obrazovanje,Oba spola,424
2019,Broj,Umjetnost i humanističke znanosti,Oba spola,267
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,458
2019,Broj,"Poslovanje, administracija i pravo",Oba spola,635
2019,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,272
2019,Broj,Informacijske i komunikacijske tehnologije,Oba spola,139
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,495
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,154
2019,Broj,Zdravstvo i socijalna skrb,Oba spola,277
2019,Broj,Usluge,Oba spola,224
2019,Broj,Nepoznato,Oba spola,43
2019,Broj,Ukupno,M,1268
2019,Broj,Obrazovanje,M,101
2019,Broj,Umjetnost i humanističke znanosti,M,62
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",M,171
2019,Broj,"Poslovanje, administracija i pravo",M,243
2019,Broj,"Prirodne znanosti, matematika i statistika",M,53
2019,Broj,Informacijske i komunikacijske tehnologije,M,82
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,282
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,65
2019,Broj,Zdravstvo i socijalna skrb,M,60
2019,Broj,Usluge,M,129
2019,Broj,Nepoznato,M,20
2019,Broj,Ukupno,Ž,2120
2019,Broj,Obrazovanje,Ž,323
2019,Broj,Umjetnost i humanističke znanosti,Ž,205
2019,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,287
2019,Broj,"Poslovanje, administracija i pravo",Ž,392
2019,Broj,"Prirodne znanosti, matematika i statistika",Ž,219
2019,Broj,Informacijske i komunikacijske tehnologije,Ž,57
2019,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,213
2019,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,89
2019,Broj,Zdravstvo i socijalna skrb,Ž,217
2019,Broj,Usluge,Ž,95
2019,Broj,Nepoznato,Ž,23
2020,Broj,Ukupno,Oba spola,3158
2020,Broj,Obrazovanje,Oba spola,490
2020,Broj,Umjetnost i humanističke znanosti,Oba spola,257
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Oba spola,675
2020,Broj,"Poslovanje, administracija i pravo",Oba spola,266
2020,Broj,"Prirodne znanosti, matematika i statistika",Oba spola,194
2020,Broj,Informacijske i komunikacijske tehnologije,Oba spola,86
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Oba spola,571
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Oba spola,191
2020,Broj,Zdravstvo i socijalna skrb,Oba spola,252
2020,Broj,Usluge,Oba spola,130
2020,Broj,Nepoznato,Oba spola,46
2020,Broj,Ukupno,M,1118
2020,Broj,Obrazovanje,M,78
2020,Broj,Umjetnost i humanističke znanosti,M,60
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",M,240
2020,Broj,"Poslovanje, administracija i pravo",M,96
2020,Broj,"Prirodne znanosti, matematika i statistika",M,36
2020,Broj,Informacijske i komunikacijske tehnologije,M,54
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",M,322
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",M,75
2020,Broj,Zdravstvo i socijalna skrb,M,69
2020,Broj,Usluge,M,73
2020,Broj,Nepoznato,M,15
2020,Broj,Ukupno,Ž,2040
2020,Broj,Obrazovanje,Ž,412
2020,Broj,Umjetnost i humanističke znanosti,Ž,197
2020,Broj,"Društvene znanosti, novinarstvo i informiranje",Ž,435
2020,Broj,"Poslovanje, administracija i pravo",Ž,170
2020,Broj,"Prirodne znanosti, matematika i statistika",Ž,158
2020,Broj,Informacijske i komunikacijske tehnologije,Ž,32
2020,Broj,"Inženjerstvo, proizvodnja i građevinarstvo",Ž,249
2020,Broj,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",Ž,116
2020,Broj,Zdravstvo i socijalna skrb,Ž,183
2020,Broj,Usluge,Ž,57
2020,Broj,Nepoznato,Ž,31
