Year,UNIT_MEASURE,Врста образовања,Пол,Value
2016,Број,Здравство и социјална заштита,M,266
2016,Број,Услуге,M,511
2016,Број,Непознато,M,30
2016,Број,Укупно,Ж,8345
2016,Број,Образовање,Ж,1175
2016,Број,Умјетност и хуманистичке науке,Ж,824
2016,Број,"Друштвене науке, новинарство и информисање",Ж,1145
2016,Број,"Пословање, администрација, и право",Ж,2223
2016,Број,"Природне науке, математика, и статистика",Ж,440
2016,Број,Информационе и комуникационе технологије,Ж,138
2016,Број,"Инжењерство, производња и грађевинарство",Ж,665
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,313
2016,Број,Здравство и социјална заштита,Ж,1029
2016,Број,Услуге,Ж,335
2016,Број,Непознато,Ж,58
2017,Број,Укупно,Оба пола,13709
2017,Број,Образовање,Оба пола,1658
2017,Број,Умјетност и хуманистичке науке,Оба пола,1147
2017,Број,"Друштвене науке, новинарство и информисање",Оба пола,1463
2017,Број,"Пословање, администрација, и право",Оба пола,3888
2017,Број,"Природне науке, математика, и статистика",Оба пола,608
2017,Број,Информационе и комуникационе технологије,Оба пола,636
2017,Број,"Инжењерство, производња и грађевинарство",Оба пола,1739
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,539
2017,Број,Здравство и социјална заштита,Оба пола,1109
2017,Број,Услуге,Оба пола,819
2017,Број,Непознато,Оба пола,103
2017,Број,Укупно,M,5845
2017,Број,Образовање,M,428
2017,Број,Умјетност и хуманистичке науке,M,360
2017,Број,"Друштвене науке, новинарство и информисање",M,608
2017,Број,"Пословање, администрација, и право",M,1706
2017,Број,"Природне науке, математика, и статистика",M,179
2017,Број,Информационе и комуникационе технологије,M,466
2017,Број,"Инжењерство, производња и грађевинарство",M,1040
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,226
2017,Број,Здравство и социјална заштита,M,271
2017,Број,Услуге,M,525
2017,Број,Непознато,M,36
2017,Број,Укупно,Ж,7864
2017,Број,Образовање,Ж,1230
2017,Број,Умјетност и хуманистичке науке,Ж,787
2017,Број,"Друштвене науке, новинарство и информисање",Ж,855
2017,Број,"Пословање, администрација, и право",Ж,2182
2017,Број,"Природне науке, математика, и статистика",Ж,429
2017,Број,Информационе и комуникационе технологије,Ж,170
2017,Број,"Инжењерство, производња и грађевинарство",Ж,699
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,313
2017,Број,Здравство и социјална заштита,Ж,838
2017,Број,Услуге,Ж,294
2017,Број,Непознато,Ж,67
2018,Број,Укупно,Оба пола,13394
2018,Број,Образовање,Оба пола,1629
2018,Број,Умјетност и хуманистичке науке,Оба пола,1104
2018,Број,"Друштвене науке, новинарство и информисање",Оба пола,1279
2018,Број,"Пословање, администрација, и право",Оба пола,3286
2018,Број,"Природне науке, математика, и статистика",Оба пола,604
2018,Број,Информационе и комуникационе технологије,Оба пола,731
2018,Број,"Инжењерство, производња и грађевинарство",Оба пола,1999
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,585
2018,Број,Здравство и социјална заштита,Оба пола,1352
2018,Број,Услуге,Оба пола,740
2018,Број,Непознато,Оба пола,85
2018,Број,Укупно,M,5571
2018,Број,Образовање,M,384
2018,Број,Умјетност и хуманистичке науке,M,327
2018,Број,"Друштвене науке, новинарство и информисање",M,507
2018,Број,"Пословање, администрација, и право",M,1336
2018,Број,"Природне науке, математика, и статистика",M,174
2018,Број,Информационе и комуникационе технологије,M,486
2018,Број,"Инжењерство, производња и грађевинарство",M,1250
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,286
2018,Број,Здравство и социјална заштита,M,314
2018,Број,Услуге,M,468
2018,Број,Непознато,M,39
2018,Број,Укупно,Ж,7823
2018,Број,Образовање,Ж,1245
2018,Број,Умјетност и хуманистичке науке,Ж,777
2018,Број,"Друштвене науке, новинарство и информисање",Ж,772
2018,Број,"Пословање, администрација, и право",Ж,1950
2018,Број,"Природне науке, математика, и статистика",Ж,430
2018,Број,Информационе и комуникационе технологије,Ж,245
2018,Број,"Инжењерство, производња и грађевинарство",Ж,749
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,299
2018,Број,Здравство и социјална заштита,Ж,1038
2018,Број,Услуге,Ж,272
2018,Број,Непознато,Ж,46
2019,Број,Укупно,Оба пола,13053
2019,Број,Образовање,Оба пола,1452
2019,Број,Умјетност и хуманистичке науке,Оба пола,1018
2019,Број,"Друштвене науке, новинарство и информисање",Оба пола,1075
2019,Број,"Пословање, администрација, и право",Оба пола,3174
2019,Број,"Природне науке, математика, и статистика",Оба пола,625
2019,Број,Информационе и комуникационе технологије,Оба пола,674
2019,Број,"Инжењерство, производња и грађевинарство",Оба пола,1896
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,616
2019,Број,Здравство и социјална заштита,Оба пола,1466
2019,Број,Услуге,Оба пола,1044
2019,Број,Непознато,Оба пола,13
2019,Број,Укупно,M,5302
2019,Број,Образовање,M,361
2019,Број,Умјетност и хуманистичке науке,M,356
2019,Број,"Друштвене науке, новинарство и информисање",M,397
2019,Број,"Пословање, администрација, и право",M,1255
2019,Број,"Природне науке, математика, и статистика",M,158
2019,Број,Информационе и комуникационе технологије,M,481
2019,Број,"Инжењерство, производња и грађевинарство",M,1104
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,235
2019,Број,Здравство и социјална заштита,M,332
2019,Број,Услуге,M,610
2019,Број,Непознато,M,13
2019,Број,Укупно,Ж,7751
2019,Број,Образовање,Ж,1091
2019,Број,Умјетност и хуманистичке науке,Ж,662
2019,Број,"Друштвене науке, новинарство и информисање",Ж,678
2019,Број,"Пословање, администрација, и право",Ж,1919
2019,Број,"Природне науке, математика, и статистика",Ж,467
2019,Број,Информационе и комуникационе технологије,Ж,193
2019,Број,"Инжењерство, производња и грађевинарство",Ж,792
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,381
2019,Број,Здравство и социјална заштита,Ж,1134
2019,Број,Услуге,Ж,434
2019,Број,Непознато,Ж,0
2020,Број,Укупно,Оба пола,12288
2020,Број,Образовање,Оба пола,1285
2020,Број,Умјетност и хуманистичке науке,Оба пола,990
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,2247
2020,Број,"Пословање, администрација, и право",Оба пола,1829
2020,Број,"Природне науке, математика, и статистика",Оба пола,485
2020,Број,Информационе и комуникационе технологије,Оба пола,747
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,1860
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,612
2020,Број,Здравство и социјална заштита,Оба пола,1330
2020,Број,Услуге,Оба пола,887
2020,Број,Непознато,Оба пола,16
2020,Број,Укупно,M,4977
2020,Број,Образовање,M,269
2020,Број,Умјетност и хуманистичке науке,M,339
2020,Број,"Друштвене науке, новинарство и информисање",M,899
2020,Број,"Пословање, администрација, и право",M,738
2020,Број,"Природне науке, математика, и статистика",M,122
2020,Број,Информационе и комуникационе технологије,M,500
2020,Број,"Инжењерство, производња и грађевинарство",M,1067
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,251
2020,Број,Здравство и социјална заштита,M,268
2020,Број,Услуге,M,514
2020,Број,Непознато,M,10
2020,Број,Укупно,Ж,7311
2020,Број,Образовање,Ж,1016
2020,Број,Умјетност и хуманистичке науке,Ж,651
2020,Број,"Друштвене науке, новинарство и информисање",Ж,1363
2020,Број,"Пословање, администрација, и право",Ж,1091
2020,Број,"Природне науке, математика, и статистика",Ж,363
2020,Број,Информационе и комуникационе технологије,Ж,247
2020,Број,"Инжењерство, производња и грађевинарство",Ж,778
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,361
2020,Број,Здравство и социјална заштита,Ж,1062
2020,Број,Услуге,Ж,373
2020,Број,Непознато,Ж,6
