Year,Kvartal,UNIT_MEASURE,Spol,Starosna dob,Value
2021,IV kvartal,%,M,50 - 64,10.0
2021,IV kvartal,%,M,15 - 64,13.0
2021,IV kvartal,%,M,20 - 64,13.0
2021,IV kvartal,%,M,25 - 34,16.0
2021,IV kvartal,%,M,15 - 74,13.0
2021,IV kvartal,%,Ž,15 - 74,20.0
2021,IV kvartal,%,Ž,15 - 24,38.0
2021,IV kvartal,%,Ž,25 - 49,20.0
2021,IV kvartal,%,Ž,50 - 64,16.0
2021,IV kvartal,%,Ž,15 - 64,20.0
2021,IV kvartal,%,Ž,20 - 64,20.0
2021,IV kvartal,%,Ž,25 - 34,23.0
2021,IV kvartal,%,Ž,15 - 74,20.0
2022,I kvartal,%,Oba spola,15 - 74,17.0
2022,I kvartal,%,Oba spola,15 - 24,36.0
2022,I kvartal,%,Oba spola,25 - 49,16.0
2022,I kvartal,%,Oba spola,50 - 64,13.0
2022,I kvartal,%,Oba spola,15 - 64,17.0
2022,I kvartal,%,Oba spola,20 - 64,17.0
2022,I kvartal,%,Oba spola,25 - 34,21.0
2022,I kvartal,%,Oba spola,15 - 74,17.0
2022,I kvartal,%,M,15 - 74,14.0
2022,I kvartal,%,M,15 - 24,32.0
2022,I kvartal,%,M,25 - 49,13.0
2022,I kvartal,%,M,50 - 64,11.0
2022,I kvartal,%,M,15 - 64,14.0
2022,I kvartal,%,M,20 - 64,14.0
2022,I kvartal,%,M,25 - 34,16.0
2022,I kvartal,%,M,15 - 74,14.0
2022,I kvartal,%,Ž,15 - 74,21.0
2022,I kvartal,%,Ž,15 - 24,42.0
2022,I kvartal,%,Ž,25 - 49,21.0
2022,I kvartal,%,Ž,50 - 64,16.0
2022,I kvartal,%,Ž,15 - 64,21.0
2022,I kvartal,%,Ž,20 - 64,21.0
2022,I kvartal,%,Ž,25 - 34,27.0
2022,I kvartal,%,Ž,15 - 74,21.0
2022,II kvartal,%,Oba spola,15 - 74,16.0
2022,II kvartal,%,Oba spola,15 - 24,36.0
2022,II kvartal,%,Oba spola,25 - 49,15.0
2022,II kvartal,%,Oba spola,50 - 64,12.0
2022,II kvartal,%,Oba spola,15 - 64,16.0
2022,II kvartal,%,Oba spola,20 - 64,16.0
2022,II kvartal,%,Oba spola,25 - 34,18.0
2022,II kvartal,%,Oba spola,15 - 74,16.0
2022,II kvartal,%,M,15 - 74,13.0
2022,II kvartal,%,M,15 - 24,33.0
2022,II kvartal,%,M,25 - 49,11.0
2022,II kvartal,%,M,50 - 64,11.0
2022,II kvartal,%,M,15 - 64,13.0
2022,II kvartal,%,M,20 - 64,13.0
2022,III kvartal,%,M,25 - 34,12.0
2022,II kvartal,%,M,15 - 74,13.0
2022,II kvartal,%,Ž,15 - 74,20.0
2022,II kvartal,%,Ž,15 - 24,41.0
2022,II kvartal,%,Ž,25 - 49,20.0
2022,II kvartal,%,Ž,50 - 64,13.0
2022,II kvartal,%,Ž,15 - 64,20.0
2022,II kvartal,%,Ž,20 - 64,20.0
2022,II kvartal,%,Ž,25 - 34,27.0
2022,II kvartal,%,Ž,15 - 74,20.0
