Year,UNIT_MEASURE,ADMIN_AREA,SEX,AGE,Value
2013,NUMBER,krupa_na_uni,M,55-59,69
2013,NUMBER,krupa_na_uni,F,55-59,51
2013,NUMBER,kupres,_T,55-59,17
2013,NUMBER,kupres,M,55-59,11
2013,NUMBER,kupres,F,55-59,6
2013,NUMBER,laktasi,_T,55-59,2572
2013,NUMBER,laktasi,M,55-59,1289
2013,NUMBER,laktasi,F,55-59,1283
2013,NUMBER,lopare,_T,55-59,1212
2013,NUMBER,lopare,M,55-59,660
2013,NUMBER,lopare,F,55-59,552
2013,NUMBER,ljubinje,_T,55-59,279
2013,NUMBER,ljubinje,M,55-59,151
2013,NUMBER,ljubinje,F,55-59,128
2013,NUMBER,milici,_T,55-59,882
2013,NUMBER,milici,M,55-59,448
2013,NUMBER,milici,F,55-59,434
2013,NUMBER,modrica,_T,55-59,1924
2013,NUMBER,modrica,M,55-59,943
2013,NUMBER,modrica,F,55-59,981
2013,NUMBER,mrkonjic_grad,_T,55-59,1382
2013,NUMBER,mrkonjic_grad,M,55-59,657
2013,NUMBER,mrkonjic_grad,F,55-59,725
2013,NUMBER,nevesinje,_T,55-59,938
2013,NUMBER,nevesinje,M,55-59,496
2013,NUMBER,nevesinje,F,55-59,442
2013,NUMBER,novi_grad,_T,55-59,2161
2013,NUMBER,novi_grad,M,55-59,1101
2013,NUMBER,novi_grad,F,55-59,1060
2013,NUMBER,novo_gorazde,_T,55-59,312
2013,NUMBER,novo_gorazde,M,55-59,162
2013,NUMBER,novo_gorazde,F,55-59,150
2013,NUMBER,osmaci,_T,55-59,400
2013,NUMBER,osmaci,M,55-59,184
2013,NUMBER,osmaci,F,55-59,216
2013,NUMBER,ostra_luka,_T,55-59,216
2013,NUMBER,ostra_luka,M,55-59,105
2013,NUMBER,ostra_luka,F,55-59,111
2013,NUMBER,pelagicevo,_T,55-59,340
2013,NUMBER,pelagicevo,M,55-59,184
2013,NUMBER,pelagicevo,F,55-59,156
2013,NUMBER,petrovac,_T,55-59,25
2013,NUMBER,petrovac,M,55-59,10
2013,NUMBER,petrovac,F,55-59,15
2013,NUMBER,petrovo,_T,55-59,570
2013,NUMBER,petrovo,M,55-59,295
2013,NUMBER,petrovo,F,55-59,275
2013,NUMBER,grad_prijedor,_T,55-59,6434
2013,NUMBER,grad_prijedor,M,55-59,3068
2013,NUMBER,grad_prijedor,F,55-59,3366
2013,NUMBER,prnjavor,_T,55-59,2534
2013,NUMBER,prnjavor,M,55-59,1175
2013,NUMBER,prnjavor,F,55-59,1359
2013,NUMBER,ribnik,_T,55-59,478
2013,NUMBER,ribnik,M,55-59,245
2013,NUMBER,ribnik,F,55-59,233
2013,NUMBER,rogatica,_T,55-59,963
2013,NUMBER,rogatica,M,55-59,449
2013,NUMBER,rogatica,F,55-59,514
2013,NUMBER,rudo,_T,55-59,668
2013,NUMBER,rudo,M,55-59,342
2013,NUMBER,rudo,F,55-59,326
2013,NUMBER,srbac,_T,55-59,1316
2013,NUMBER,srbac,M,55-59,618
2013,NUMBER,srbac,F,55-59,698
2013,NUMBER,srebrenica,_T,55-59,874
2013,NUMBER,srebrenica,M,55-59,382
2013,NUMBER,srebrenica,F,55-59,492
2013,NUMBER,stanari,_T,55-59,576
2013,NUMBER,stanari,M,55-59,276
2013,NUMBER,stanari,F,55-59,300
2013,NUMBER,teslic,_T,55-59,2902
2013,NUMBER,teslic,M,55-59,1392
2013,NUMBER,teslic,F,55-59,1510
2013,NUMBER,grad_trebinje,_T,55-59,2258
2013,NUMBER,grad_trebinje,M,55-59,1082
2013,NUMBER,grad_trebinje,F,55-59,1176
2013,NUMBER,ugljevik,_T,55-59,1157
2013,NUMBER,ugljevik,M,55-59,617
2013,NUMBER,ugljevik,F,55-59,540
2013,NUMBER,foca,_T,55-59,1617
2013,NUMBER,foca,M,55-59,820
2013,NUMBER,foca,F,55-59,797
2013,NUMBER,han_pijesak,_T,55-59,322
2013,NUMBER,han_pijesak,M,55-59,154
2013,NUMBER,han_pijesak,F,55-59,168
2013,NUMBER,cajnice,_T,55-59,371
2013,NUMBER,cajnice,M,55-59,192
2013,NUMBER,cajnice,F,55-59,179
2013,NUMBER,celinac,_T,55-59,1243
2013,NUMBER,celinac,M,55-59,645
2013,NUMBER,celinac,F,55-59,598
2013,NUMBER,samac,_T,55-59,1298
2013,NUMBER,samac,M,55-59,629
2013,NUMBER,samac,F,55-59,669
2013,NUMBER,sekovici,_T,55-59,632
2013,NUMBER,sekovici,M,55-59,308
2013,NUMBER,sekovici,F,55-59,324
2013,NUMBER,sipovo,_T,55-59,988
2013,NUMBER,sipovo,M,55-59,500
2013,NUMBER,sipovo,F,55-59,488
2013,NUMBER,republika_srpska,_T,60-64,85773
2013,NUMBER,republika_srpska,M,60-64,40723
2013,NUMBER,republika_srpska,F,60-64,45050
2013,NUMBER,grad_banja_luka,_T,60-64,12590
2013,NUMBER,grad_banja_luka,M,60-64,5779
2013,NUMBER,grad_banja_luka,F,60-64,6811
2013,NUMBER,berkovici,_T,60-64,140
2013,NUMBER,berkovici,M,60-64,74
2013,NUMBER,berkovici,F,60-64,66
2013,NUMBER,grad_bijeljina,_T,60-64,7764
2013,NUMBER,grad_bijeljina,M,60-64,3713
2013,NUMBER,grad_bijeljina,F,60-64,4051
2013,NUMBER,bileca,_T,60-64,698
2013,NUMBER,bileca,M,60-64,318
2013,NUMBER,bileca,F,60-64,380
2013,NUMBER,bratunac,_T,60-64,1256
2013,NUMBER,bratunac,M,60-64,557
2013,NUMBER,bratunac,F,60-64,699
2013,NUMBER,brod,_T,60-64,1085
2013,NUMBER,brod,M,60-64,549
2013,NUMBER,brod,F,60-64,536
2013,NUMBER,visegrad,_T,60-64,911
2013,NUMBER,visegrad,M,60-64,414
2013,NUMBER,visegrad,F,60-64,497
2013,NUMBER,vlasenica,_T,60-64,794
2013,NUMBER,vlasenica,M,60-64,362
2013,NUMBER,vlasenica,F,60-64,432
2013,NUMBER,vukosavlje,_T,60-64,257
2013,NUMBER,vukosavlje,M,60-64,115
2013,NUMBER,vukosavlje,F,60-64,142
2013,NUMBER,gacko,_T,60-64,573
2013,NUMBER,gacko,M,60-64,288
2013,NUMBER,gacko,F,60-64,285
2013,NUMBER,grad_gradiska,_T,60-64,4123
2013,NUMBER,grad_gradiska,M,60-64,2043
2013,NUMBER,grad_gradiska,F,60-64,2080
2013,NUMBER,grad_derventa,_T,60-64,1904
2013,NUMBER,grad_derventa,M,60-64,920
2013,NUMBER,grad_derventa,F,60-64,984
2013,NUMBER,grad_doboj,_T,60-64,4652
2013,NUMBER,grad_doboj,M,60-64,2165
2013,NUMBER,grad_doboj,F,60-64,2487
2013,NUMBER,donji_zabar,_T,60-64,251
2013,NUMBER,donji_zabar,M,60-64,127
2013,NUMBER,donji_zabar,F,60-64,124
2013,NUMBER,grad_zvornik,_T,60-64,3660
2013,NUMBER,grad_zvornik,M,60-64,1757
2013,NUMBER,grad_zvornik,F,60-64,1903
2013,NUMBER,istocni_drvar,_T,60-64,13
2013,NUMBER,istocni_drvar,M,60-64,9
2013,NUMBER,istocni_drvar,F,60-64,4
2013,NUMBER,istocni_mostar,_T,60-64,14
2013,NUMBER,istocni_mostar,M,60-64,10
2013,NUMBER,istocni_mostar,F,60-64,4
2013,NUMBER,grad_istocno_sarajevo,_T,60-64,4521
2013,NUMBER,grad_istocno_sarajevo,M,60-64,2115
2013,NUMBER,grad_istocno_sarajevo,F,60-64,2406
2013,NUMBER,istocna_ilidza,_T,60-64,1136
2013,NUMBER,istocna_ilidza,M,60-64,531
2013,NUMBER,istocna_ilidza,F,60-64,605
2013,NUMBER,istocno_novo_sarajevo,_T,60-64,700
2013,NUMBER,istocno_novo_sarajevo,M,60-64,320
2013,NUMBER,istocno_novo_sarajevo,F,60-64,380
2013,NUMBER,istocni_stari_grad,_T,60-64,112
2013,NUMBER,istocni_stari_grad,M,60-64,50
2013,NUMBER,istocni_stari_grad,F,60-64,62
2013,NUMBER,pale,_T,60-64,1474
2013,NUMBER,pale,M,60-64,704
2013,NUMBER,pale,F,60-64,770
2013,NUMBER,sokolac,_T,60-64,936
2013,NUMBER,sokolac,M,60-64,438
2013,NUMBER,sokolac,F,60-64,498
2013,NUMBER,trnovo,_T,60-64,163
2013,NUMBER,trnovo,M,60-64,72
2013,NUMBER,trnovo,F,60-64,91
2013,NUMBER,jezero,_T,60-64,67
2013,NUMBER,jezero,M,60-64,34
2013,NUMBER,jezero,F,60-64,33
2013,NUMBER,kalinovik,_T,60-64,155
2013,NUMBER,kalinovik,M,60-64,79
2013,NUMBER,kalinovik,F,60-64,76
2013,NUMBER,knezevo,_T,60-64,725
2013,NUMBER,knezevo,M,60-64,332
2013,NUMBER,knezevo,F,60-64,393
2013,NUMBER,kostajnica,_T,60-64,404
2013,NUMBER,kostajnica,M,60-64,204
2013,NUMBER,kostajnica,F,60-64,200
2013,NUMBER,kotor_varos,_T,60-64,1140
2013,NUMBER,kotor_varos,M,60-64,540
2013,NUMBER,kotor_varos,F,60-64,600
2013,NUMBER,kozarska_dubica,_T,60-64,1551
2013,NUMBER,kozarska_dubica,M,60-64,761
2013,NUMBER,kozarska_dubica,F,60-64,790
2013,NUMBER,krupa_na_uni,_T,60-64,101
2013,NUMBER,krupa_na_uni,M,60-64,53
2013,NUMBER,krupa_na_uni,F,60-64,48
2013,NUMBER,kupres,_T,60-64,13
2013,NUMBER,kupres,M,60-64,5
2013,NUMBER,kupres,F,60-64,8
2013,NUMBER,laktasi,_T,60-64,2380
2013,NUMBER,laktasi,M,60-64,1145
2013,NUMBER,laktasi,F,60-64,1235
2013,NUMBER,lopare,_T,60-64,1090
2013,NUMBER,lopare,M,60-64,552
2013,NUMBER,lopare,F,60-64,538
2013,NUMBER,ljubinje,_T,60-64,241
2013,NUMBER,ljubinje,M,60-64,119
2013,NUMBER,ljubinje,F,60-64,122
2013,NUMBER,milici,_T,60-64,776
2013,NUMBER,milici,M,60-64,373
2013,NUMBER,milici,F,60-64,403
2013,NUMBER,modrica,_T,60-64,1818
2013,NUMBER,modrica,M,60-64,874
2013,NUMBER,modrica,F,60-64,944
2013,NUMBER,mrkonjic_grad,_T,60-64,1330
2013,NUMBER,mrkonjic_grad,M,60-64,654
2013,NUMBER,mrkonjic_grad,F,60-64,676
2013,NUMBER,nevesinje,_T,60-64,885
2013,NUMBER,nevesinje,M,60-64,404
2013,NUMBER,nevesinje,F,60-64,481
2013,NUMBER,novi_grad,_T,60-64,1829
2013,NUMBER,novi_grad,M,60-64,903
2013,NUMBER,novi_grad,F,60-64,926
2013,NUMBER,novo_gorazde,_T,60-64,274
2013,NUMBER,novo_gorazde,M,60-64,141
2013,NUMBER,novo_gorazde,F,60-64,133
2013,NUMBER,osmaci,_T,60-64,365
2013,NUMBER,osmaci,M,60-64,172
2013,NUMBER,osmaci,F,60-64,193
2013,NUMBER,ostra_luka,_T,60-64,197
2013,NUMBER,ostra_luka,M,60-64,109
2013,NUMBER,ostra_luka,F,60-64,88
2013,NUMBER,pelagicevo,_T,60-64,364
2013,NUMBER,pelagicevo,M,60-64,179
2013,NUMBER,pelagicevo,F,60-64,185
2013,NUMBER,petrovac,_T,60-64,25
2013,NUMBER,petrovac,M,60-64,10
2013,NUMBER,petrovac,F,60-64,15
2013,NUMBER,petrovo,_T,60-64,484
2013,NUMBER,petrovo,M,60-64,231
2013,NUMBER,petrovo,F,60-64,253
2013,NUMBER,grad_prijedor,_T,60-64,5849
2013,NUMBER,grad_prijedor,M,60-64,2730
2013,NUMBER,grad_prijedor,F,60-64,3119
2013,NUMBER,prnjavor,_T,60-64,2532
2013,NUMBER,prnjavor,M,60-64,1207
2013,NUMBER,prnjavor,F,60-64,1325
2013,NUMBER,ribnik,_T,60-64,510
2013,NUMBER,ribnik,M,60-64,237
2013,NUMBER,ribnik,F,60-64,273
2013,NUMBER,rogatica,_T,60-64,831
2013,NUMBER,rogatica,M,60-64,397
2013,NUMBER,rogatica,F,60-64,434
2013,NUMBER,rudo,_T,60-64,630
2013,NUMBER,rudo,M,60-64,320
2013,NUMBER,rudo,F,60-64,310
2013,NUMBER,srbac,_T,60-64,1291
2013,NUMBER,srbac,M,60-64,629
2013,NUMBER,srbac,F,60-64,662
2013,NUMBER,srebrenica,_T,60-64,883
2013,NUMBER,srebrenica,M,60-64,382
2013,NUMBER,srebrenica,F,60-64,501
2013,NUMBER,stanari,_T,60-64,581
2013,NUMBER,stanari,M,60-64,283
2013,NUMBER,stanari,F,60-64,298
2013,NUMBER,teslic,_T,60-64,2736
2013,NUMBER,teslic,M,60-64,1252
2013,NUMBER,teslic,F,60-64,1484
2013,NUMBER,grad_trebinje,_T,60-64,2058
2013,NUMBER,grad_trebinje,M,60-64,989
2013,NUMBER,grad_trebinje,F,60-64,1069
2013,NUMBER,ugljevik,_T,60-64,968
2013,NUMBER,ugljevik,M,60-64,506
2013,NUMBER,ugljevik,F,60-64,462
2013,NUMBER,foca,_T,60-64,1265
2013,NUMBER,foca,M,60-64,604
2013,NUMBER,foca,F,60-64,661
2013,NUMBER,han_pijesak,_T,60-64,271
2013,NUMBER,han_pijesak,M,60-64,127
2013,NUMBER,han_pijesak,F,60-64,144
2013,NUMBER,cajnice,_T,60-64,358
2013,NUMBER,cajnice,M,60-64,178
2013,NUMBER,cajnice,F,60-64,180
2013,NUMBER,celinac,_T,60-64,1004
2013,NUMBER,celinac,M,60-64,496
2013,NUMBER,celinac,F,60-64,508
2013,NUMBER,samac,_T,60-64,1295
2013,NUMBER,samac,M,60-64,575
2013,NUMBER,samac,F,60-64,720
2013,NUMBER,sekovici,_T,60-64,544
2013,NUMBER,sekovici,M,60-64,250
2013,NUMBER,sekovici,F,60-64,294
2013,NUMBER,sipovo,_T,60-64,747
2013,NUMBER,sipovo,M,60-64,372
2013,NUMBER,sipovo,F,60-64,375
2013,NUMBER,republika_srpska,_T,65-69,59309
2013,NUMBER,republika_srpska,M,65-69,26840
2013,NUMBER,republika_srpska,F,65-69,32469
2013,NUMBER,grad_banja_luka,_T,65-69,8766
2013,NUMBER,grad_banja_luka,M,65-69,4054
2013,NUMBER,grad_banja_luka,F,65-69,4712
2013,NUMBER,berkovici,_T,65-69,125
2013,NUMBER,berkovici,M,65-69,55
2013,NUMBER,berkovici,F,65-69,70
2013,NUMBER,grad_bijeljina,_T,65-69,5149
2013,NUMBER,grad_bijeljina,M,65-69,2381
2013,NUMBER,grad_bijeljina,F,65-69,2768
2013,NUMBER,bileca,_T,65-69,523
2013,NUMBER,bileca,M,65-69,228
2013,NUMBER,bileca,F,65-69,295
2013,NUMBER,bratunac,_T,65-69,764
2013,NUMBER,bratunac,M,65-69,326
2013,NUMBER,bratunac,F,65-69,438
2013,NUMBER,brod,_T,65-69,849
2013,NUMBER,brod,M,65-69,376
2013,NUMBER,brod,F,65-69,473
2013,NUMBER,visegrad,_T,65-69,582
2013,NUMBER,visegrad,M,65-69,263
2013,NUMBER,visegrad,F,65-69,319
2013,NUMBER,vlasenica,_T,65-69,400
2013,NUMBER,vlasenica,M,65-69,181
2013,NUMBER,vlasenica,F,65-69,219
2013,NUMBER,vukosavlje,_T,65-69,230
2013,NUMBER,vukosavlje,M,65-69,89
2013,NUMBER,vukosavlje,F,65-69,141
2013,NUMBER,gacko,_T,65-69,341
2013,NUMBER,gacko,M,65-69,155
2013,NUMBER,gacko,F,65-69,186
2013,NUMBER,grad_gradiska,_T,65-69,2722
2013,NUMBER,grad_gradiska,M,65-69,1257
2013,NUMBER,grad_gradiska,F,65-69,1465
2013,NUMBER,grad_derventa,_T,65-69,1502
2013,NUMBER,grad_derventa,M,65-69,670
2013,NUMBER,grad_derventa,F,65-69,832
2013,NUMBER,grad_doboj,_T,65-69,3262
2013,NUMBER,grad_doboj,M,65-69,1478
2013,NUMBER,grad_doboj,F,65-69,1784
2013,NUMBER,donji_zabar,_T,65-69,210
2013,NUMBER,donji_zabar,M,65-69,90
2013,NUMBER,donji_zabar,F,65-69,120
2013,NUMBER,grad_zvornik,_T,65-69,2353
2013,NUMBER,grad_zvornik,M,65-69,1061
2013,NUMBER,grad_zvornik,F,65-69,1292
2013,NUMBER,istocni_drvar,_T,65-69,2
2013,NUMBER,istocni_drvar,M,65-69,1
2013,NUMBER,istocni_drvar,F,65-69,1
2013,NUMBER,istocni_mostar,_T,65-69,13
2013,NUMBER,istocni_mostar,M,65-69,5
2013,NUMBER,istocni_mostar,F,65-69,8
2013,NUMBER,grad_istocno_sarajevo,_T,65-69,2807
2013,NUMBER,grad_istocno_sarajevo,M,65-69,1178
2013,NUMBER,grad_istocno_sarajevo,F,65-69,1629
2013,NUMBER,istocna_ilidza,_T,65-69,686
2013,NUMBER,istocna_ilidza,M,65-69,285
2013,NUMBER,istocna_ilidza,F,65-69,401
2013,NUMBER,istocno_novo_sarajevo,_T,65-69,487
2013,NUMBER,istocno_novo_sarajevo,M,65-69,205
2013,NUMBER,istocno_novo_sarajevo,F,65-69,282
2013,NUMBER,istocni_stari_grad,_T,65-69,77
2013,NUMBER,istocni_stari_grad,M,65-69,35
2013,NUMBER,istocni_stari_grad,F,65-69,42
2013,NUMBER,pale,_T,65-69,882
2013,NUMBER,pale,M,65-69,366
2013,NUMBER,pale,F,65-69,516
2013,NUMBER,sokolac,_T,65-69,559
2013,NUMBER,sokolac,M,65-69,247
2013,NUMBER,sokolac,F,65-69,312
2013,NUMBER,trnovo,_T,65-69,116
2013,NUMBER,trnovo,M,65-69,40
2013,NUMBER,trnovo,F,65-69,76
2013,NUMBER,jezero,_T,65-69,44
2013,NUMBER,jezero,M,65-69,23
2013,NUMBER,jezero,F,65-69,21
2013,NUMBER,kalinovik,_T,65-69,120
2013,NUMBER,kalinovik,M,65-69,49
2013,NUMBER,kalinovik,F,65-69,71
2013,NUMBER,knezevo,_T,65-69,566
2013,NUMBER,knezevo,M,65-69,262
2013,NUMBER,knezevo,F,65-69,304
2013,NUMBER,kostajnica,_T,65-69,240
2013,NUMBER,kostajnica,M,65-69,119
2013,NUMBER,kostajnica,F,65-69,121
2013,NUMBER,kotor_varos,_T,65-69,827
2013,NUMBER,kotor_varos,M,65-69,348
2013,NUMBER,kotor_varos,F,65-69,479
2013,NUMBER,kozarska_dubica,_T,65-69,865
2013,NUMBER,kozarska_dubica,M,65-69,387
2013,NUMBER,kozarska_dubica,F,65-69,478
2013,NUMBER,krupa_na_uni,_T,65-69,92
2013,NUMBER,krupa_na_uni,M,65-69,53
2013,NUMBER,krupa_na_uni,F,65-69,39
2013,NUMBER,kupres,_T,65-69,31
2013,NUMBER,kupres,M,65-69,14
2013,NUMBER,kupres,F,65-69,17
2013,NUMBER,laktasi,_T,65-69,1624
2013,NUMBER,laktasi,M,65-69,799
2013,NUMBER,laktasi,F,65-69,825
2013,NUMBER,lopare,_T,65-69,751
2013,NUMBER,lopare,M,65-69,360
2013,NUMBER,lopare,F,65-69,391
2013,NUMBER,ljubinje,_T,65-69,138
2013,NUMBER,ljubinje,M,65-69,58
2013,NUMBER,ljubinje,F,65-69,80
2013,NUMBER,milici,_T,65-69,365
2013,NUMBER,milici,M,65-69,166
2013,NUMBER,milici,F,65-69,199
2013,NUMBER,modrica,_T,65-69,1426
2013,NUMBER,modrica,M,65-69,658
2013,NUMBER,modrica,F,65-69,768
2013,NUMBER,mrkonjic_grad,_T,65-69,974
2013,NUMBER,mrkonjic_grad,M,65-69,435
2013,NUMBER,mrkonjic_grad,F,65-69,539
2013,NUMBER,nevesinje,_T,65-69,617
2013,NUMBER,nevesinje,M,65-69,243
2013,NUMBER,nevesinje,F,65-69,374
2013,NUMBER,novi_grad,_T,65-69,1251
2013,NUMBER,novi_grad,M,65-69,552
2013,NUMBER,novi_grad,F,65-69,699
2013,NUMBER,novo_gorazde,_T,65-69,147
2013,NUMBER,novo_gorazde,M,65-69,79
2013,NUMBER,novo_gorazde,F,65-69,68
2013,NUMBER,osmaci,_T,65-69,242
2013,NUMBER,osmaci,M,65-69,116
2013,NUMBER,osmaci,F,65-69,126
2013,NUMBER,ostra_luka,_T,65-69,137
2013,NUMBER,ostra_luka,M,65-69,57
2013,NUMBER,ostra_luka,F,65-69,80
2013,NUMBER,pelagicevo,_T,65-69,344
2013,NUMBER,pelagicevo,M,65-69,158
2013,NUMBER,pelagicevo,F,65-69,186
2013,NUMBER,petrovac,_T,65-69,20
2013,NUMBER,petrovac,M,65-69,7
2013,NUMBER,petrovac,F,65-69,13
2013,NUMBER,petrovo,_T,65-69,362
2013,NUMBER,petrovo,M,65-69,142
2013,NUMBER,petrovo,F,65-69,220
2013,NUMBER,grad_prijedor,_T,65-69,4026
2013,NUMBER,grad_prijedor,M,65-69,1866
2013,NUMBER,grad_prijedor,F,65-69,2160
2013,NUMBER,prnjavor,_T,65-69,2103
2013,NUMBER,prnjavor,M,65-69,952
2013,NUMBER,prnjavor,F,65-69,1151
2013,NUMBER,ribnik,_T,65-69,400
2013,NUMBER,ribnik,M,65-69,178
2013,NUMBER,ribnik,F,65-69,222
2013,NUMBER,rogatica,_T,65-69,482
2013,NUMBER,rogatica,M,65-69,209
2013,NUMBER,rogatica,F,65-69,273
2013,NUMBER,rudo,_T,65-69,473
2013,NUMBER,rudo,M,65-69,221
2013,NUMBER,rudo,F,65-69,252
2013,NUMBER,srbac,_T,65-69,992
2013,NUMBER,srbac,M,65-69,474
2013,NUMBER,srbac,F,65-69,518
2013,NUMBER,srebrenica,_T,65-69,538
2013,NUMBER,srebrenica,M,65-69,210
2013,NUMBER,srebrenica,F,65-69,328
2013,NUMBER,stanari,_T,65-69,468
2013,NUMBER,stanari,M,65-69,212
2013,NUMBER,stanari,F,65-69,256
2013,NUMBER,teslic,_T,65-69,2067
2013,NUMBER,teslic,M,65-69,885
2013,NUMBER,teslic,F,65-69,1182
2013,NUMBER,grad_trebinje,_T,65-69,1302
2013,NUMBER,grad_trebinje,M,65-69,573
2013,NUMBER,grad_trebinje,F,65-69,729
2013,NUMBER,ugljevik,_T,65-69,683
2013,NUMBER,ugljevik,M,65-69,342
2013,NUMBER,ugljevik,F,65-69,341
2013,NUMBER,foca,_T,65-69,900
2013,NUMBER,foca,M,65-69,395
2013,NUMBER,foca,F,65-69,505
2013,NUMBER,han_pijesak,_T,65-69,186
2013,NUMBER,han_pijesak,M,65-69,70
2013,NUMBER,han_pijesak,F,65-69,116
2013,NUMBER,cajnice,_T,65-69,266
2013,NUMBER,cajnice,M,65-69,114
2013,NUMBER,cajnice,F,65-69,152
2013,NUMBER,celinac,_T,65-69,708
2013,NUMBER,celinac,M,65-69,320
2013,NUMBER,celinac,F,65-69,388
2013,NUMBER,samac,_T,65-69,1034
2013,NUMBER,samac,M,65-69,479
2013,NUMBER,samac,F,65-69,555
2013,NUMBER,sekovici,_T,65-69,390
2013,NUMBER,sekovici,M,65-69,180
2013,NUMBER,sekovici,F,65-69,210
2013,NUMBER,sipovo,_T,65-69,508
2013,NUMBER,sipovo,M,65-69,227
2013,NUMBER,sipovo,F,65-69,281
2013,NUMBER,republika_srpska,_T,70-74,56085
2013,NUMBER,republika_srpska,M,70-74,24039
2013,NUMBER,republika_srpska,F,70-74,32046
2013,NUMBER,grad_banja_luka,_T,70-74,7373
2013,NUMBER,grad_banja_luka,M,70-74,3164
2013,NUMBER,grad_banja_luka,F,70-74,4209
2013,NUMBER,berkovici,_T,70-74,148
2013,NUMBER,berkovici,M,70-74,61
2013,NUMBER,berkovici,F,70-74,87
2013,NUMBER,grad_bijeljina,_T,70-74,4798
2013,NUMBER,grad_bijeljina,M,70-74,2069
2013,NUMBER,grad_bijeljina,F,70-74,2729
2013,NUMBER,bileca,_T,70-74,537
2013,NUMBER,bileca,M,70-74,236
2013,NUMBER,bileca,F,70-74,301
2013,NUMBER,bratunac,_T,70-74,640
2013,NUMBER,bratunac,M,70-74,248
2013,NUMBER,bratunac,F,70-74,392
2013,NUMBER,brod,_T,70-74,774
2013,NUMBER,brod,M,70-74,327
2013,NUMBER,brod,F,70-74,447
2013,NUMBER,visegrad,_T,70-74,578
2013,NUMBER,visegrad,M,70-74,233
2013,NUMBER,visegrad,F,70-74,345
2013,NUMBER,vlasenica,_T,70-74,355
2013,NUMBER,vlasenica,M,70-74,138
2013,NUMBER,vlasenica,F,70-74,217
2013,NUMBER,vukosavlje,_T,70-74,234
2013,NUMBER,vukosavlje,M,70-74,113
2013,NUMBER,vukosavlje,F,70-74,121
2013,NUMBER,gacko,_T,70-74,388
2013,NUMBER,gacko,M,70-74,166
2013,NUMBER,gacko,F,70-74,222
2013,NUMBER,grad_gradiska,_T,70-74,2390
2013,NUMBER,grad_gradiska,M,70-74,1065
2013,NUMBER,grad_gradiska,F,70-74,1325
2013,NUMBER,grad_derventa,_T,70-74,1414
2013,NUMBER,grad_derventa,M,70-74,614
2013,NUMBER,grad_derventa,F,70-74,800
2013,NUMBER,grad_doboj,_T,70-74,3146
2013,NUMBER,grad_doboj,M,70-74,1382
2013,NUMBER,grad_doboj,F,70-74,1764
2013,NUMBER,donji_zabar,_T,70-74,223
2013,NUMBER,donji_zabar,M,70-74,96
2013,NUMBER,donji_zabar,F,70-74,127
2013,NUMBER,grad_zvornik,_T,70-74,2025
2013,NUMBER,grad_zvornik,M,70-74,852
2013,NUMBER,grad_zvornik,F,70-74,1173
2013,NUMBER,istocni_drvar,_T,70-74,2
2013,NUMBER,istocni_drvar,M,70-74,1
2013,NUMBER,istocni_drvar,F,70-74,1
2013,NUMBER,istocni_mostar,_T,70-74,25
2013,NUMBER,istocni_mostar,M,70-74,12
2013,NUMBER,istocni_mostar,F,70-74,13
2013,NUMBER,grad_istocno_sarajevo,_T,70-74,2816
2013,NUMBER,grad_istocno_sarajevo,M,70-74,1185
2013,NUMBER,grad_istocno_sarajevo,F,70-74,1631
2013,NUMBER,istocna_ilidza,_T,70-74,615
2013,NUMBER,istocna_ilidza,M,70-74,261
2013,NUMBER,istocna_ilidza,F,70-74,354
2013,NUMBER,istocno_novo_sarajevo,_T,70-74,476
2013,NUMBER,istocno_novo_sarajevo,M,70-74,191
2013,NUMBER,istocno_novo_sarajevo,F,70-74,285
2013,NUMBER,istocni_stari_grad,_T,70-74,84
2013,NUMBER,istocni_stari_grad,M,70-74,36
2013,NUMBER,istocni_stari_grad,F,70-74,48
2013,NUMBER,pale,_T,70-74,974
2013,NUMBER,pale,M,70-74,403
2013,NUMBER,pale,F,70-74,571
2013,NUMBER,sokolac,_T,70-74,545
2013,NUMBER,sokolac,M,70-74,247
2013,NUMBER,sokolac,F,70-74,298
2013,NUMBER,trnovo,_T,70-74,122
2013,NUMBER,trnovo,M,70-74,47
2013,NUMBER,trnovo,F,70-74,75
2013,NUMBER,jezero,_T,70-74,38
2013,NUMBER,jezero,M,70-74,14
2013,NUMBER,jezero,F,70-74,24
2013,NUMBER,kalinovik,_T,70-74,148
2013,NUMBER,kalinovik,M,70-74,53
2013,NUMBER,kalinovik,F,70-74,95
2013,NUMBER,knezevo,_T,70-74,469
2013,NUMBER,knezevo,M,70-74,215
2013,NUMBER,knezevo,F,70-74,254
2013,NUMBER,kostajnica,_T,70-74,251
2013,NUMBER,kostajnica,M,70-74,113
2013,NUMBER,kostajnica,F,70-74,138
2013,NUMBER,kotor_varos,_T,70-74,684
2013,NUMBER,kotor_varos,M,70-74,292
2013,NUMBER,kotor_varos,F,70-74,392
2013,NUMBER,kozarska_dubica,_T,70-74,1140
2013,NUMBER,kozarska_dubica,M,70-74,458
2013,NUMBER,kozarska_dubica,F,70-74,682
2013,NUMBER,krupa_na_uni,_T,70-74,110
2013,NUMBER,krupa_na_uni,M,70-74,45
2013,NUMBER,krupa_na_uni,F,70-74,65
2013,NUMBER,kupres,_T,70-74,42
2013,NUMBER,kupres,M,70-74,18
