Year,UNIT_MEASURE,type_of_education,SEX,Value
2016,NUMBER,engineering_manufacturing_and_construction,F,665
2016,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,313
2016,NUMBER,health_and_social_protection,F,1029
2016,NUMBER,services,F,335
2016,NUMBER,unknown,F,58
2017,NUMBER,total,_T,13709
2017,NUMBER,education,_T,1658
2017,NUMBER,arts_and_humanities,_T,1147
2017,NUMBER,social_sciences_journalism_and_information,_T,1463
2017,NUMBER,business_administration_and_the_law_of_everything,_T,3888
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,608
2017,NUMBER,information_and_communication_technologies,_T,636
2017,NUMBER,engineering_manufacturing_and_construction,_T,1739
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,539
2017,NUMBER,health_and_social_protection,_T,1109
2017,NUMBER,services,_T,819
2017,NUMBER,unknown,_T,103
2017,NUMBER,total,M,5845
2017,NUMBER,education,M,428
2017,NUMBER,arts_and_humanities,M,360
2017,NUMBER,social_sciences_journalism_and_information,M,608
2017,NUMBER,business_administration_and_the_law_of_everything,M,1706
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,179
2017,NUMBER,information_and_communication_technologies,M,466
2017,NUMBER,engineering_manufacturing_and_construction,M,1040
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,226
2017,NUMBER,health_and_social_protection,M,271
2017,NUMBER,services,M,525
2017,NUMBER,unknown,M,36
2017,NUMBER,total,F,7864
2017,NUMBER,education,F,1230
2017,NUMBER,arts_and_humanities,F,787
2017,NUMBER,social_sciences_journalism_and_information,F,855
2017,NUMBER,business_administration_and_the_law_of_everything,F,2182
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,429
2017,NUMBER,information_and_communication_technologies,F,170
2017,NUMBER,engineering_manufacturing_and_construction,F,699
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,313
2017,NUMBER,health_and_social_protection,F,838
2017,NUMBER,services,F,294
2017,NUMBER,unknown,F,67
2018,NUMBER,total,_T,13394
2018,NUMBER,education,_T,1629
2018,NUMBER,arts_and_humanities,_T,1104
2018,NUMBER,social_sciences_journalism_and_information,_T,1279
2018,NUMBER,business_administration_and_the_law_of_everything,_T,3286
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,604
2018,NUMBER,information_and_communication_technologies,_T,731
2018,NUMBER,engineering_manufacturing_and_construction,_T,1999
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,585
2018,NUMBER,health_and_social_protection,_T,1352
2018,NUMBER,services,_T,740
2018,NUMBER,unknown,_T,85
2018,NUMBER,total,M,5571
2018,NUMBER,education,M,384
2018,NUMBER,arts_and_humanities,M,327
2018,NUMBER,social_sciences_journalism_and_information,M,507
2018,NUMBER,business_administration_and_the_law_of_everything,M,1336
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,174
2018,NUMBER,information_and_communication_technologies,M,486
2018,NUMBER,engineering_manufacturing_and_construction,M,1250
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,286
2018,NUMBER,health_and_social_protection,M,314
2018,NUMBER,services,M,468
2018,NUMBER,unknown,M,39
2018,NUMBER,total,F,7823
2018,NUMBER,education,F,1245
2018,NUMBER,arts_and_humanities,F,777
2018,NUMBER,social_sciences_journalism_and_information,F,772
2018,NUMBER,business_administration_and_the_law_of_everything,F,1950
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,430
2018,NUMBER,information_and_communication_technologies,F,245
2018,NUMBER,engineering_manufacturing_and_construction,F,749
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,299
2018,NUMBER,health_and_social_protection,F,1038
2018,NUMBER,services,F,272
2018,NUMBER,unknown,F,46
2019,NUMBER,total,_T,13053
2019,NUMBER,education,_T,1452
2019,NUMBER,arts_and_humanities,_T,1018
2019,NUMBER,social_sciences_journalism_and_information,_T,1075
2019,NUMBER,business_administration_and_the_law_of_everything,_T,3174
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,625
2019,NUMBER,information_and_communication_technologies,_T,674
2019,NUMBER,engineering_manufacturing_and_construction,_T,1896
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,616
2019,NUMBER,health_and_social_protection,_T,1466
2019,NUMBER,services,_T,1044
2019,NUMBER,unknown,_T,13
2019,NUMBER,total,M,5302
2019,NUMBER,education,M,361
2019,NUMBER,arts_and_humanities,M,356
2019,NUMBER,social_sciences_journalism_and_information,M,397
2019,NUMBER,business_administration_and_the_law_of_everything,M,1255
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,158
2019,NUMBER,information_and_communication_technologies,M,481
2019,NUMBER,engineering_manufacturing_and_construction,M,1104
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,235
2019,NUMBER,health_and_social_protection,M,332
2019,NUMBER,services,M,610
2019,NUMBER,unknown,M,13
2019,NUMBER,total,F,7751
2019,NUMBER,education,F,1091
2019,NUMBER,arts_and_humanities,F,662
2019,NUMBER,social_sciences_journalism_and_information,F,678
2019,NUMBER,business_administration_and_the_law_of_everything,F,1919
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,467
2019,NUMBER,information_and_communication_technologies,F,193
2019,NUMBER,engineering_manufacturing_and_construction,F,792
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,381
2019,NUMBER,health_and_social_protection,F,1134
2019,NUMBER,services,F,434
2019,NUMBER,unknown,F,0
2020,NUMBER,total,_T,12288
2020,NUMBER,education,_T,1285
2020,NUMBER,arts_and_humanities,_T,990
2020,NUMBER,social_sciences_journalism_and_information,_T,2247
2020,NUMBER,business_administration_and_the_law_of_everything,_T,1829
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,485
2020,NUMBER,information_and_communication_technologies,_T,747
2020,NUMBER,engineering_manufacturing_and_construction,_T,1860
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,612
2020,NUMBER,health_and_social_protection,_T,1330
2020,NUMBER,services,_T,887
2020,NUMBER,unknown,_T,16
2020,NUMBER,total,M,4977
2020,NUMBER,education,M,269
2020,NUMBER,arts_and_humanities,M,339
2020,NUMBER,social_sciences_journalism_and_information,M,899
2020,NUMBER,business_administration_and_the_law_of_everything,M,738
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,122
2020,NUMBER,information_and_communication_technologies,M,500
2020,NUMBER,engineering_manufacturing_and_construction,M,1067
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,251
2020,NUMBER,health_and_social_protection,M,268
2020,NUMBER,services,M,514
2020,NUMBER,unknown,M,10
2020,NUMBER,total,F,7311
2020,NUMBER,education,F,1016
2020,NUMBER,arts_and_humanities,F,651
2020,NUMBER,social_sciences_journalism_and_information,F,1363
2020,NUMBER,business_administration_and_the_law_of_everything,F,1091
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,363
2020,NUMBER,information_and_communication_technologies,F,247
2020,NUMBER,engineering_manufacturing_and_construction,F,778
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,361
2020,NUMBER,health_and_social_protection,F,1062
2020,NUMBER,services,F,373
2020,NUMBER,unknown,F,6
