Year,UNIT_MEASURE,type_of_education,SEX,Value
2019,NUMBER,arts_and_humanities,_T,19
2019,NUMBER,social_sciences_journalism_and_information,_T,0
2019,NUMBER,business_administration_and_the_law_of_everything,_T,62
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2019,NUMBER,information_and_communication_technologies,_T,4
2019,NUMBER,engineering_manufacturing_and_construction,_T,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,59
2019,NUMBER,health_and_social_protection,_T,983
2019,NUMBER,services,_T,0
2019,NUMBER,unknown,_T,0
2020,NUMBER,total,_T,1003
2020,NUMBER,education,_T,0
2020,NUMBER,arts_and_humanities,_T,42
2020,NUMBER,social_sciences_journalism_and_information,_T,0
2020,NUMBER,business_administration_and_the_law_of_everything,_T,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2020,NUMBER,information_and_communication_technologies,_T,0
2020,NUMBER,engineering_manufacturing_and_construction,_T,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,45
2020,NUMBER,health_and_social_protection,_T,916
2020,NUMBER,services,_T,0
2020,NUMBER,unknown,_T,0
2014,NUMBER,total,M,247
2014,NUMBER,education,M,0
2014,NUMBER,arts_and_humanities,M,11
2014,NUMBER,social_sciences_journalism_and_information,M,0
2014,NUMBER,business_administration_and_the_law_of_everything,M,39
2014,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2014,NUMBER,information_and_communication_technologies,M,0
2014,NUMBER,engineering_manufacturing_and_construction,M,1
2014,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,35
2014,NUMBER,health_and_social_protection,M,161
2014,NUMBER,services,M,0
2014,NUMBER,unknown,M,0
2015,NUMBER,total,M,218
2015,NUMBER,education,M,0
2015,NUMBER,arts_and_humanities,M,10
2015,NUMBER,social_sciences_journalism_and_information,M,0
2015,NUMBER,business_administration_and_the_law_of_everything,M,42
2015,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2015,NUMBER,information_and_communication_technologies,M,0
2015,NUMBER,engineering_manufacturing_and_construction,M,0
2015,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,0
2015,NUMBER,health_and_social_protection,M,166
2015,NUMBER,services,M,0
2015,NUMBER,unknown,M,0
2016,NUMBER,total,M,234
2016,NUMBER,education,M,0
2016,NUMBER,arts_and_humanities,M,13
2016,NUMBER,social_sciences_journalism_and_information,M,0
2016,NUMBER,business_administration_and_the_law_of_everything,M,39
2016,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2016,NUMBER,information_and_communication_technologies,M,0
2016,NUMBER,engineering_manufacturing_and_construction,M,1
2016,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,8
2016,NUMBER,health_and_social_protection,M,173
2016,NUMBER,services,M,0
2016,NUMBER,unknown,M,0
2017,NUMBER,total,M,273
2017,NUMBER,education,M,0
2017,NUMBER,arts_and_humanities,M,13
2017,NUMBER,social_sciences_journalism_and_information,M,0
2017,NUMBER,business_administration_and_the_law_of_everything,M,4
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2017,NUMBER,information_and_communication_technologies,M,0
2017,NUMBER,engineering_manufacturing_and_construction,M,0
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,29
2017,NUMBER,health_and_social_protection,M,227
2017,NUMBER,services,M,0
2017,NUMBER,unknown,M,0
2018,NUMBER,total,M,249
2018,NUMBER,education,M,0
2018,NUMBER,arts_and_humanities,M,15
2018,NUMBER,social_sciences_journalism_and_information,M,0
2018,NUMBER,business_administration_and_the_law_of_everything,M,15
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2018,NUMBER,information_and_communication_technologies,M,0
2018,NUMBER,engineering_manufacturing_and_construction,M,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,31
2018,NUMBER,health_and_social_protection,M,188
2018,NUMBER,services,M,0
2018,NUMBER,unknown,M,0
2019,NUMBER,total,M,398
2019,NUMBER,education,M,1
2019,NUMBER,arts_and_humanities,M,12
2019,NUMBER,social_sciences_journalism_and_information,M,0
2019,NUMBER,business_administration_and_the_law_of_everything,M,30
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2019,NUMBER,information_and_communication_technologies,M,2
2019,NUMBER,engineering_manufacturing_and_construction,M,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,33
2019,NUMBER,health_and_social_protection,M,320
2019,NUMBER,services,M,0
2019,NUMBER,unknown,M,0
2020,NUMBER,total,M,346
2020,NUMBER,education,M,0
2020,NUMBER,arts_and_humanities,M,30
2020,NUMBER,social_sciences_journalism_and_information,M,0
2020,NUMBER,business_administration_and_the_law_of_everything,M,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2020,NUMBER,information_and_communication_technologies,M,0
2020,NUMBER,engineering_manufacturing_and_construction,M,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,23
2020,NUMBER,health_and_social_protection,M,293
2020,NUMBER,services,M,0
2020,NUMBER,unknown,M,0
2014,NUMBER,total,F,544
2014,NUMBER,education,F,0
2014,NUMBER,arts_and_humanities,F,10
2014,NUMBER,social_sciences_journalism_and_information,F,0
2014,NUMBER,business_administration_and_the_law_of_everything,F,89
2014,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2014,NUMBER,information_and_communication_technologies,F,0
2014,NUMBER,engineering_manufacturing_and_construction,F,0
2014,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,13
2014,NUMBER,health_and_social_protection,F,432
2014,NUMBER,services,F,0
2014,NUMBER,unknown,F,0
2015,NUMBER,total,F,607
2015,NUMBER,education,F,0
2015,NUMBER,arts_and_humanities,F,12
2015,NUMBER,social_sciences_journalism_and_information,F,0
2015,NUMBER,business_administration_and_the_law_of_everything,F,78
2015,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2015,NUMBER,information_and_communication_technologies,F,0
2015,NUMBER,engineering_manufacturing_and_construction,F,0
2015,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,0
2015,NUMBER,health_and_social_protection,F,517
2015,NUMBER,services,F,0
2015,NUMBER,unknown,F,0
2016,NUMBER,total,F,625
2016,NUMBER,education,F,0
2016,NUMBER,arts_and_humanities,F,13
2016,NUMBER,social_sciences_journalism_and_information,F,0
2016,NUMBER,business_administration_and_the_law_of_everything,F,72
2016,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2016,NUMBER,information_and_communication_technologies,F,0
2016,NUMBER,engineering_manufacturing_and_construction,F,0
2016,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,21
2016,NUMBER,health_and_social_protection,F,519
2016,NUMBER,services,F,0
2016,NUMBER,unknown,F,0
2017,NUMBER,total,F,601
2017,NUMBER,education,F,0
2017,NUMBER,arts_and_humanities,F,21
2017,NUMBER,social_sciences_journalism_and_information,F,0
2017,NUMBER,business_administration_and_the_law_of_everything,F,15
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2017,NUMBER,information_and_communication_technologies,F,0
2017,NUMBER,engineering_manufacturing_and_construction,F,0
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,27
2017,NUMBER,health_and_social_protection,F,538
2017,NUMBER,services,F,0
2017,NUMBER,unknown,F,0
2018,NUMBER,total,F,577
2018,NUMBER,education,F,0
2018,NUMBER,arts_and_humanities,F,10
2018,NUMBER,social_sciences_journalism_and_information,F,0
2018,NUMBER,business_administration_and_the_law_of_everything,F,27
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2018,NUMBER,information_and_communication_technologies,F,0
2018,NUMBER,engineering_manufacturing_and_construction,F,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,39
2018,NUMBER,health_and_social_protection,F,501
2018,NUMBER,services,F,0
2018,NUMBER,unknown,F,0
2019,NUMBER,total,F,730
2019,NUMBER,education,F,0
2019,NUMBER,arts_and_humanities,F,7
2019,NUMBER,social_sciences_journalism_and_information,F,0
2019,NUMBER,business_administration_and_the_law_of_everything,F,32
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2019,NUMBER,information_and_communication_technologies,F,2
2019,NUMBER,engineering_manufacturing_and_construction,F,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,26
2019,NUMBER,health_and_social_protection,F,663
2019,NUMBER,services,F,0
2019,NUMBER,unknown,F,0
2020,NUMBER,total,F,657
2020,NUMBER,education,F,0
2020,NUMBER,arts_and_humanities,F,12
2020,NUMBER,social_sciences_journalism_and_information,F,0
2020,NUMBER,business_administration_and_the_law_of_everything,F,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2020,NUMBER,information_and_communication_technologies,F,0
2020,NUMBER,engineering_manufacturing_and_construction,F,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,22
2020,NUMBER,health_and_social_protection,F,623
2020,NUMBER,services,F,0
2020,NUMBER,unknown,F,0
