Year,UNIT_MEASURE,type_of_education,SEX,Value
2017,NUMBER,information_and_communication_technologies,M,78
2017,NUMBER,engineering_manufacturing_and_construction,M,324
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,89
2017,NUMBER,health_and_social_protection,M,72
2017,NUMBER,services,M,123
2017,NUMBER,unknown,M,31
2017,NUMBER,total,F,2286
2017,NUMBER,education,F,358
2017,NUMBER,arts_and_humanities,F,244
2017,NUMBER,social_sciences_journalism_and_information,F,239
2017,NUMBER,business_administration_and_the_law_of_everything,F,486
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,185
2017,NUMBER,information_and_communication_technologies,F,41
2017,NUMBER,engineering_manufacturing_and_construction,F,195
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,125
2017,NUMBER,health_and_social_protection,F,225
2017,NUMBER,services,F,151
2017,NUMBER,unknown,F,37
2018,NUMBER,total,_T,3336
2018,NUMBER,education,_T,476
2018,NUMBER,arts_and_humanities,_T,268
2018,NUMBER,social_sciences_journalism_and_information,_T,351
2018,NUMBER,business_administration_and_the_law_of_everything,_T,719
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,235
2018,NUMBER,information_and_communication_technologies,_T,128
2018,NUMBER,engineering_manufacturing_and_construction,_T,430
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,199
2018,NUMBER,health_and_social_protection,_T,261
2018,NUMBER,services,_T,223
2018,NUMBER,unknown,_T,46
2018,NUMBER,total,M,1284
2018,NUMBER,education,M,140
2018,NUMBER,arts_and_humanities,M,78
2018,NUMBER,social_sciences_journalism_and_information,M,115
2018,NUMBER,business_administration_and_the_law_of_everything,M,268
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,54
2018,NUMBER,information_and_communication_technologies,M,86
2018,NUMBER,engineering_manufacturing_and_construction,M,251
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,88
2018,NUMBER,health_and_social_protection,M,61
2018,NUMBER,services,M,121
2018,NUMBER,unknown,M,22
2018,NUMBER,total,F,2052
2018,NUMBER,education,F,336
2018,NUMBER,arts_and_humanities,F,190
2018,NUMBER,social_sciences_journalism_and_information,F,236
2018,NUMBER,business_administration_and_the_law_of_everything,F,451
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,181
2018,NUMBER,information_and_communication_technologies,F,42
2018,NUMBER,engineering_manufacturing_and_construction,F,179
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,111
2018,NUMBER,health_and_social_protection,F,200
2018,NUMBER,services,F,102
2018,NUMBER,unknown,F,24
2019,NUMBER,total,_T,3388
2019,NUMBER,education,_T,424
2019,NUMBER,arts_and_humanities,_T,267
2019,NUMBER,social_sciences_journalism_and_information,_T,458
2019,NUMBER,business_administration_and_the_law_of_everything,_T,635
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,272
2019,NUMBER,information_and_communication_technologies,_T,139
2019,NUMBER,engineering_manufacturing_and_construction,_T,495
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,154
2019,NUMBER,health_and_social_protection,_T,277
2019,NUMBER,services,_T,224
2019,NUMBER,unknown,_T,43
2019,NUMBER,total,M,1268
2019,NUMBER,education,M,101
2019,NUMBER,arts_and_humanities,M,62
2019,NUMBER,social_sciences_journalism_and_information,M,171
2019,NUMBER,business_administration_and_the_law_of_everything,M,243
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,53
2019,NUMBER,information_and_communication_technologies,M,82
2019,NUMBER,engineering_manufacturing_and_construction,M,282
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,65
2019,NUMBER,health_and_social_protection,M,60
2019,NUMBER,services,M,129
2019,NUMBER,unknown,M,20
2019,NUMBER,total,F,2120
2019,NUMBER,education,F,323
2019,NUMBER,arts_and_humanities,F,205
2019,NUMBER,social_sciences_journalism_and_information,F,287
2019,NUMBER,business_administration_and_the_law_of_everything,F,392
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,219
2019,NUMBER,information_and_communication_technologies,F,57
2019,NUMBER,engineering_manufacturing_and_construction,F,213
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,89
2019,NUMBER,health_and_social_protection,F,217
2019,NUMBER,services,F,95
2019,NUMBER,unknown,F,23
2020,NUMBER,total,_T,3158
2020,NUMBER,education,_T,490
2020,NUMBER,arts_and_humanities,_T,257
2020,NUMBER,social_sciences_journalism_and_information,_T,675
2020,NUMBER,business_administration_and_the_law_of_everything,_T,266
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,194
2020,NUMBER,information_and_communication_technologies,_T,86
2020,NUMBER,engineering_manufacturing_and_construction,_T,571
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,191
2020,NUMBER,health_and_social_protection,_T,252
2020,NUMBER,services,_T,130
2020,NUMBER,unknown,_T,46
2020,NUMBER,total,M,1118
2020,NUMBER,education,M,78
2020,NUMBER,arts_and_humanities,M,60
2020,NUMBER,social_sciences_journalism_and_information,M,240
2020,NUMBER,business_administration_and_the_law_of_everything,M,96
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,36
2020,NUMBER,information_and_communication_technologies,M,54
2020,NUMBER,engineering_manufacturing_and_construction,M,322
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,75
2020,NUMBER,health_and_social_protection,M,69
2020,NUMBER,services,M,73
2020,NUMBER,unknown,M,15
2020,NUMBER,total,F,2040
2020,NUMBER,education,F,412
2020,NUMBER,arts_and_humanities,F,197
2020,NUMBER,social_sciences_journalism_and_information,F,435
2020,NUMBER,business_administration_and_the_law_of_everything,F,170
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,158
2020,NUMBER,information_and_communication_technologies,F,32
2020,NUMBER,engineering_manufacturing_and_construction,F,249
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,116
2020,NUMBER,health_and_social_protection,F,183
2020,NUMBER,services,F,57
2020,NUMBER,unknown,F,31
