Year,UNIT_MEASURE,Врста образовања,Пол,Value
2015,Број,"Природне науке, математика, и статистика",Ж,211
2015,Број,Информационе и комуникационе технологије,Ж,32
2015,Број,"Инжењерство, производња и грађевинарство",Ж,215
2015,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,117
2015,Број,Здравство и социјална заштита,Ж,317
2015,Број,Услуге,Ж,76
2015,Број,Непознато,Ж,25
2016,Број,Укупно,Оба пола,3836
2016,Број,Образовање,Оба пола,391
2016,Број,Умјетност и хуманистичке науке,Оба пола,342
2016,Број,"Друштвене науке, новинарство и информисање",Оба пола,706
2016,Број,"Пословање, администрација, и право",Оба пола,747
2016,Број,"Природне науке, математика, и статистика",Оба пола,200
2016,Број,Информационе и комуникационе технологије,Оба пола,127
2016,Број,"Инжењерство, производња и грађевинарство",Оба пола,544
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,210
2016,Број,Здравство и социјална заштита,Оба пола,326
2016,Број,Услуге,Оба пола,213
2016,Број,Непознато,Оба пола,30
2016,Број,Укупно,M,1497
2016,Број,Образовање,M,115
2016,Број,Умјетност и хуманистичке науке,M,98
2016,Број,"Друштвене науке, новинарство и информисање",M,285
2016,Број,"Пословање, администрација, и право",M,263
2016,Број,"Природне науке, математика, и статистика",M,52
2016,Број,Информационе и комуникационе технологије,M,77
2016,Број,"Инжењерство, производња и грађевинарство",M,317
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,95
2016,Број,Здравство и социјална заштита,M,66
2016,Број,Услуге,M,121
2016,Број,Непознато,M,601
2016,Број,Укупно,Ж,2339
2016,Број,Образовање,Ж,276
2016,Број,Умјетност и хуманистичке науке,Ж,244
2016,Број,"Друштвене науке, новинарство и информисање",Ж,421
2016,Број,"Пословање, администрација, и право",Ж,484
2016,Број,"Природне науке, математика, и статистика",Ж,148
2016,Број,Информационе и комуникационе технологије,Ж,50
2016,Број,"Инжењерство, производња и грађевинарство",Ж,227
2016,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,115
2016,Број,Здравство и социјална заштита,Ж,260
2016,Број,Услуге,Ж,92
2016,Број,Непознато,Ж,22
2017,Број,Укупно,Оба пола,3712
2017,Број,Образовање,Оба пола,477
2017,Број,Умјетност и хуманистичке науке,Оба пола,344
2017,Број,"Друштвене науке, новинарство и информисање",Оба пола,388
2017,Број,"Пословање, администрација, и право",Оба пола,770
2017,Број,"Природне науке, математика, и статистика",Оба пола,242
2017,Број,Информационе и комуникационе технологије,Оба пола,119
2017,Број,"Инжењерство, производња и грађевинарство",Оба пола,519
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,214
2017,Број,Здравство и социјална заштита,Оба пола,297
2017,Број,Услуге,Оба пола,274
2017,Број,Непознато,Оба пола,68
2017,Број,Укупно,M,1426
2017,Број,Образовање,M,119
2017,Број,Умјетност и хуманистичке науке,M,100
2017,Број,"Друштвене науке, новинарство и информисање",M,149
2017,Број,"Пословање, администрација, и право",M,284
2017,Број,"Природне науке, математика, и статистика",M,57
2017,Број,Информационе и комуникационе технологије,M,78
2017,Број,"Инжењерство, производња и грађевинарство",M,324
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,89
2017,Број,Здравство и социјална заштита,M,72
2017,Број,Услуге,M,123
2017,Број,Непознато,M,31
2017,Број,Укупно,Ж,2286
2017,Број,Образовање,Ж,358
2017,Број,Умјетност и хуманистичке науке,Ж,244
2017,Број,"Друштвене науке, новинарство и информисање",Ж,239
2017,Број,"Пословање, администрација, и право",Ж,486
2017,Број,"Природне науке, математика, и статистика",Ж,185
2017,Број,Информационе и комуникационе технологије,Ж,41
2017,Број,"Инжењерство, производња и грађевинарство",Ж,195
2017,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,125
2017,Број,Здравство и социјална заштита,Ж,225
2017,Број,Услуге,Ж,151
2017,Број,Непознато,Ж,37
2018,Број,Укупно,Оба пола,3336
2018,Број,Образовање,Оба пола,476
2018,Број,Умјетност и хуманистичке науке,Оба пола,268
2018,Број,"Друштвене науке, новинарство и информисање",Оба пола,351
2018,Број,"Пословање, администрација, и право",Оба пола,719
2018,Број,"Природне науке, математика, и статистика",Оба пола,235
2018,Број,Информационе и комуникационе технологије,Оба пола,128
2018,Број,"Инжењерство, производња и грађевинарство",Оба пола,430
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,199
2018,Број,Здравство и социјална заштита,Оба пола,261
2018,Број,Услуге,Оба пола,223
2018,Број,Непознато,Оба пола,46
2018,Број,Укупно,M,1284
2018,Број,Образовање,M,140
2018,Број,Умјетност и хуманистичке науке,M,78
2018,Број,"Друштвене науке, новинарство и информисање",M,115
2018,Број,"Пословање, администрација, и право",M,268
2018,Број,"Природне науке, математика, и статистика",M,54
2018,Број,Информационе и комуникационе технологије,M,86
2018,Број,"Инжењерство, производња и грађевинарство",M,251
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,88
2018,Број,Здравство и социјална заштита,M,61
2018,Број,Услуге,M,121
2018,Број,Непознато,M,22
2018,Број,Укупно,Ж,2052
2018,Број,Образовање,Ж,336
2018,Број,Умјетност и хуманистичке науке,Ж,190
2018,Број,"Друштвене науке, новинарство и информисање",Ж,236
2018,Број,"Пословање, администрација, и право",Ж,451
2018,Број,"Природне науке, математика, и статистика",Ж,181
2018,Број,Информационе и комуникационе технологије,Ж,42
2018,Број,"Инжењерство, производња и грађевинарство",Ж,179
2018,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,111
2018,Број,Здравство и социјална заштита,Ж,200
2018,Број,Услуге,Ж,102
2018,Број,Непознато,Ж,24
2019,Број,Укупно,Оба пола,3388
2019,Број,Образовање,Оба пола,424
2019,Број,Умјетност и хуманистичке науке,Оба пола,267
2019,Број,"Друштвене науке, новинарство и информисање",Оба пола,458
2019,Број,"Пословање, администрација, и право",Оба пола,635
2019,Број,"Природне науке, математика, и статистика",Оба пола,272
2019,Број,Информационе и комуникационе технологије,Оба пола,139
2019,Број,"Инжењерство, производња и грађевинарство",Оба пола,495
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,154
2019,Број,Здравство и социјална заштита,Оба пола,277
2019,Број,Услуге,Оба пола,224
2019,Број,Непознато,Оба пола,43
2019,Број,Укупно,M,1268
2019,Број,Образовање,M,101
2019,Број,Умјетност и хуманистичке науке,M,62
2019,Број,"Друштвене науке, новинарство и информисање",M,171
2019,Број,"Пословање, администрација, и право",M,243
2019,Број,"Природне науке, математика, и статистика",M,53
2019,Број,Информационе и комуникационе технологије,M,82
2019,Број,"Инжењерство, производња и грађевинарство",M,282
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,65
2019,Број,Здравство и социјална заштита,M,60
2019,Број,Услуге,M,129
2019,Број,Непознато,M,20
2019,Број,Укупно,Ж,2120
2019,Број,Образовање,Ж,323
2019,Број,Умјетност и хуманистичке науке,Ж,205
2019,Број,"Друштвене науке, новинарство и информисање",Ж,287
2019,Број,"Пословање, администрација, и право",Ж,392
2019,Број,"Природне науке, математика, и статистика",Ж,219
2019,Број,Информационе и комуникационе технологије,Ж,57
2019,Број,"Инжењерство, производња и грађевинарство",Ж,213
2019,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,89
2019,Број,Здравство и социјална заштита,Ж,217
2019,Број,Услуге,Ж,95
2019,Број,Непознато,Ж,23
2020,Број,Укупно,Оба пола,3158
2020,Број,Образовање,Оба пола,490
2020,Број,Умјетност и хуманистичке науке,Оба пола,257
2020,Број,"Друштвене науке, новинарство и информисање",Оба пола,675
2020,Број,"Пословање, администрација, и право",Оба пола,266
2020,Број,"Природне науке, математика, и статистика",Оба пола,194
2020,Број,Информационе и комуникационе технологије,Оба пола,86
2020,Број,"Инжењерство, производња и грађевинарство",Оба пола,571
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,191
2020,Број,Здравство и социјална заштита,Оба пола,252
2020,Број,Услуге,Оба пола,130
2020,Број,Непознато,Оба пола,46
2020,Број,Укупно,M,1118
2020,Број,Образовање,M,78
2020,Број,Умјетност и хуманистичке науке,M,60
2020,Број,"Друштвене науке, новинарство и информисање",M,240
2020,Број,"Пословање, администрација, и право",M,96
2020,Број,"Природне науке, математика, и статистика",M,36
2020,Број,Информационе и комуникационе технологије,M,54
2020,Број,"Инжењерство, производња и грађевинарство",M,322
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,75
2020,Број,Здравство и социјална заштита,M,69
2020,Број,Услуге,M,73
2020,Број,Непознато,M,15
2020,Број,Укупно,Ж,2040
2020,Број,Образовање,Ж,412
2020,Број,Умјетност и хуманистичке науке,Ж,197
2020,Број,"Друштвене науке, новинарство и информисање",Ж,435
2020,Број,"Пословање, администрација, и право",Ж,170
2020,Број,"Природне науке, математика, и статистика",Ж,158
2020,Број,Информационе и комуникационе технологије,Ж,32
2020,Број,"Инжењерство, производња и грађевинарство",Ж,249
2020,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,116
2020,Број,Здравство и социјална заштита,Ж,183
2020,Број,Услуге,Ж,57
2020,Број,Непознато,Ж,31
